,origin,tweet_text,tweet_text_NER,tweet_text_NER_STEM,label
10,ARC,التدخين وكورونا.. تحذير جديد من منظمة الصحة العالمية كورونا,التدخين وكورونا.. تحذير جديد من  ORG ,تدخين كورو . . تحذير جديد من ORG,True
11,ARC,شنو اللي قاعد يصير في الصين هجوم اسراب من الغربان والبعوض على الصين بطريقة عجيبه وغريبه يالله سترك يا رب العالمين كورونا_الصين,شنو اللي قاعد يصير في  LOC  هجوم اسراب من الغربان والبعوض على  LOC  بطريقة عجيبه وغريبه يالله سترك يا رب العالمين كورونا_ LOC ,شنو لي قاعد صار في LOC هجوم أسراب من غربان عوض على LOC طريقة عجيب غريب يالله ترك يا رب عالم كورونا _ LOC,False
12,ARC,“الصحة السعودية”: لا خطورة من الطرود البريدية القادمة من الصين السعودية وزارة_الصحة الصين كورونا حماك,“الصحة  LOC ”: لا خطورة من الطرود البريدية القادمة من  LOC   LOC  وزارة_الصحة  LOC   LOC ,“ صحة LOC ” : لا خطورة من طرد بريدي قادم من LOC LOC وزارة _ صحة LOC LOC,True
13,ARC,"صباحك صحة غير صحيح , بناء على المعلومات المتوفرة حاليا لايوجد خطر من إنتقال فيروس كورونا الجديد عبر البضائع والطرود المستوردة من الصين مع تمنياتنا للجميع بالصحة والعافية","صباحك صحة غير صحيح , بناء على المعلومات المتوفرة حاليا لايوجد خطر من إنتقال فيروس كورونا الجديد عبر البضائع والطرود المستوردة من  LOC  مع تمنياتنا للجميع بالصحة والعافية","صباح صحة غير صحيح , بناء على معلومة متوفر حالي لايوجد خطر من إنتقال فيروس كورونا جديد عبر بضاعة طرد مستورد من LOC مع تمني جميع صحة عافي",True
14,4IF,رئيس الأكاديمية الطبية الدولية في موسكو أسعد مطر: روسيا لا تمانع في وصول لقاح كورونا إلى كل دول العالم.. والإنتاج سيوزع في الداخل أولا العربية,رئيس  ORG  في  LOC  أسعد مطر:  LOC  لا تمانع في وصول لقاح كورونا إلى كل دول العالم.. والإنتاج سيوزع في الداخل أولا العربية,رئيس ORG في LOC أسعد مطر : LOC لا مانع في وصول لقاح كورونا إلى كل دولة عالم . . إنتاج وزع في داخل أول عربي,True
15,MFH,عاجل | الصحة الجزائرية تعلن تسجيل 8 حالات وفاة و171 إصابة جديدة بفيروس كورونا بارتفاع 15 إصابة عن حصيلة أمس وتعافي 118 الجزائر,عاجل |  ORG  تعلن تسجيل 8 حالات وفاة و171 إصابة جديدة بفيروس كورونا بارتفاع 15 إصابة عن حصيلة أمس وتعافي 118  LOC ,عاجل | ORG أعلن تسجيل 8 حالة وفاة و 171 إصابة جديد فيروس كورونا ارتفاع 15 إصابة عن حصيلة أمس تعافي 118 LOC,True
16,4IF,عااجل غدا الاربعاء المصادف 2020-8-12 يتم أطلاق اول لقاح روسي للعالم ضد فيروس كورونا بوتين يعلن تسجيل أول لقاح ضد فيروس كورونا في العالم بوتين: اللقاح اجتاز كل الاختبارات بوتين: ابنتي ضمن من تم حقنهم باللقاح الجديد. يارب التراكمي_يعلن_الثوره,عااجل غدا الاربعاء المصادف 2020-8-12 يتم أطلاق اول لقاح روسي للعالم ضد  PER  يعلن تسجيل أول لقاح ضد فيروس كورونا في  LOC : اللقاح اجتاز كل الاختبارات بوتين: ابنتي ضمن من تم حقنهم باللقاح الجديد. يارب التراكمي_يعلن_الثوره,عااجل غد اربعاء مصادف 2020-8-12 تم أطلاق أول لقاح روسي عالم ضد PER أعلن تسجيل أول لقاح ضد فيروس كورونا في LOC : لقاح اجتاز كل اختبار بوتين : ابنة ضمن من تم حقن لقاح جديد . يارب تراكمي _ أعلن _ ثوره,False
17,ARC,الاخبار_الحلوه خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100% اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق,الاخبار_الحلوه خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100% اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق,خبر _ حلوه خبير صيني جزم أكد ان استنشاق بخار ماء قتل فيروس كورونا 100% اذ كان موجود في رئة أو حنجر أو أنف فيروس لا احتمل درجة حرارة بخار ماء دافئ . . أرجو نشر هذا معلومه في صفحة على أوسع نطاق,False
18,ARC,الوضوء و النقاب للوقاية من كورونا,الوضوء و النقاب للوقاية من كورونا,وضوء و نقاب وقاية من كورونا,False
19,MFH,"رحم الله الدكتور طارق_حسين_مخيمر ""مصري"" الجنسية من أطباء الأنف والأذن والحنجرة والذي كان في الصفوف الامامية في مستشفى جابر متأثرا بمضاعفات فيروس كورونا المستجد ،، اللهم ارحمه واغفر له والهم اهله وذويه الصبر والسلوان.","رحم الله الدكتور  PER  ""مصري"" الجنسية من أطباء الأنف والأذن والحنجرة والذي كان في الصفوف الامامية في  LOC  متأثرا بمضاعفات فيروس كورونا المستجد ،، اللهم ارحمه واغفر له والهم اهله وذويه الصبر والسلوان.","رحم الله دكتور PER "" مصري "" جنسية من طبيب أنف أذن حنجر الذي كان في صف امامي في LOC متأثر مضاعفة فيروس كورونا مستجد ، ، اللهم ارحم اغفر ل هم اهل ذو صبر سلوان .",True
20,ARC,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100% اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق والله يحفظ الجميع,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100% اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق والله يحفظ الجميع,خبير صيني جزم أكد ان استنشاق بخار ماء قتل فيروس كورونا 100% اذ كان موجود في رئة أو حنجر أو أنف فيروس لا احتمل درجة حرارة بخار ماء دافئ . . أرجو نشر هذا معلومه في صفحة على أوسع نطاق الله حفظ جميع,False
21,ARC,هذه المرة لا يا أخي فيروس كورونا انتقل من اكل الحيوانات المحرمة في الصين كالفأران والأفاعي وغيرها نطلب من الله السلامة قلت سابقا انه من صنع الانسان لكن ذلك طبيعي,هذه المرة لا يا أخي فيروس كورونا انتقل من اكل الحيوانات المحرمة في  LOC  كالفأران والأفاعي وغيرها نطلب من الله السلامة قلت سابقا انه من صنع الانسان لكن ذلك طبيعي,هذا مرة لا يا أخ فيروس كورونا انتقل من أكل حيوان محرم في LOC فأران أفاعي غير طلب من الله سلامة قال سابق ان من صنع إنسان لكن ذلك طبيعي,False
22,ARC,كورونا غدا الطريق لبدء تطبيق النظام العالمي الجديد لكي يتم زرع شريحة في جسم الانسان بحجت اللقاح لتحكم به ومعرفت بما يفكر كل انسان وتم زرع الشريحه في عشرة مليون انسان على مستوى العالم,كورونا غدا الطريق لبدء تطبيق النظام العالمي الجديد لكي يتم زرع شريحة في جسم الانسان بحجت اللقاح لتحكم به ومعرفت بما يفكر كل انسان وتم زرع الشريحه في عشرة مليون انسان على مستوى العالم,كورونا غد طريق بدء تطبيق نظام عالمي جديد كي تم زرع شريحة في جسم إنسان حجت لقاح حكم ب معرفة ما فكر كل إنسان تم زرع شريحه في عشر مليون إنسان على مستوى عالم,False
23,ARC,"قررت الهيئة العامة للطيران المدني القطرية منع المسافرين الحاملين للجنسية المصرية ضمن تدابير الحكومة هناك لاحتواء فيروس ""كورونا المستجد""، بحسب بيان إعلامي للهيئة اليوم الأحد. وبحسب البيان، ينطبق قرار الهيئة على جميع المسافرين، السابق الإشارة لهم، حتى في حالة حملهم لإقامة سارية","قررت  ORG  منع المسافرين الحاملين للجنسية المصرية ضمن تدابير الحكومة هناك لاحتواء فيروس "" LOC ""، بحسب بيان إعلامي للهيئة اليوم الأحد. وبحسب البيان، ينطبق قرار الهيئة على جميع المسافرين، السابق الإشارة لهم، حتى في حالة حملهم لإقامة سارية","قرر ORG منع مسافر حامل جنسية مصري ضمن تدبير حكومة هناك احتواء فيروس "" LOC "" ، حسب بيان إعلامي هيئة يوم أحد . حسب بيان ، انطبق قرار هيئة على جميع مسافر ، سابق إشارة ل ، حتى في حالة حمل إقامة ساري",False
24,4IF,الخليجيون في مرمى دراسات كورونا السريرية الصينيه. بعد الامارات، الصين تبدأ تجربة لقاح شركة سينوفارم ضد كوفيد19 في البحرين. اكيد شايفين شي عندهم مو شايفينه في الكويت!, PER  في مرمى دراسات كورونا السريرية  LOC يه. بعد  LOC ،  LOC  تبدأ تجربة لقاح  ORG  ضد  MISC  في  LOC . اكيد شايفين شي عندهم مو شايفينه في  LOC !,PER في مرمى دراسة كورونا سريري LOC يه . بعد LOC ، LOC بدأ تجربة لقاح ORG ضد MISC في LOC . أكيد شايف شي عند مو شايفينه في LOC !,False
25,4IF,”كورونا“ يسقط قطر من جديد في فخ ”إهانة“ العمالة الأجنبية (صور) إرم_نيوز الدوحة نطالب_بحظر_تجول_في_قطر,”كورونا“ يسقط قطر من جديد في فخ ”إهانة“ العمالة الأجنبية ( LOC ) إرم_نيوز الدوحة نطالب_بحظر_تجول_في_قطر,” كورونا “ سقط قطر من جديد في فخ ” إهانة “ عمالة أجنبي ( LOC ) إرم _ نيوز دوحة طالب _ حظر _ تجول _ في _ قطر,False
26,4IF,سويسرا تحجز ملايين الجرعات من لقاح ضد كورونا قيد التطوير للتفاصيل:  نتصدر_المشهد COVID19, LOC  تحجز ملايين الجرعات من لقاح ضد كورونا قيد التطوير للتفاصيل:  نتصدر_المشهد COVID19,LOC حجز مليون جرعة من لقاح ضد كورونا قيد تطوير تفصيل : نتصدر _ مشهد COVID19,True
27,MFH,الفرق بينك وبين الي عندو كورونا انه هو عمل فحص و انت لأ. الدعم_النفسي,الفرق بينك وبين الي عندو كورونا انه هو عمل فحص و انت لأ. الدعم_النفسي,فرقة بين بين الي عندو كورونا ان هو عمل فحص و أنت لأ . دعم _ نفسي,False
28,MFH,وزيرة الهجرة تنفي وصول أي مركب من إيطاليا بصورة غير شرعية تنقل مصريين مصابين بفيروس كورونا,وزيرة الهجرة تنفي وصول أي مركب من  LOC  بصورة غير شرعية تنقل مصريين مصابين بفيروس كورونا,وزير هجرة نفى وصول أي مركب من LOC صورة غير شرعية نقل مصري مصاب فيروس كورونا,True
29,4IF,روسيا تحضر تشرنوبل جديده يتعدى الموضوع التسمية وما تحمله من بروبغندا الى اعلان روسيا ان لديها طلب لمليار جرعة! تخيل مليار شخص يحصلون على لقاح لم ينشر عنه بحث علمي! وتخيل كم من المليار شخص لو التقط العدوى سيكون افضل من الحصول على هذا اللقاح, LOC  تحضر  PER  جديده يتعدى الموضوع التسمية وما تحمله من  LOC  الى اعلان  LOC  ان لديها طلب لمليار جرعة! تخيل مليار شخص يحصلون على لقاح لم ينشر عنه بحث علمي! وتخيل كم من المليار شخص لو التقط العدوى سيكون افضل من الحصول على هذا اللقاح,LOC حضر PER جديد تعدى موضوع تسمية ما حمل من LOC الى إعلان LOC ان لدى طلب مليار جرعة ! تخيل مليار شخص حصل على لقاح لم نشر عن بحث علمي ! تخيل كم من مليار شخص لو التقط عدوى كان أفضل من حصول على هذا لقاح,False
30,ARC,العراق اهون الدول بالنسبه لكورونا لان فيروس ينشط بالاجواء البارده بينما يموت بالاجواء الحاره واتصور مراح يكون اله تداعيات مثل باقي الدول بسبب جو العراق الحار مع ذلك أخذو احتياطتكم الصحيه اهم شي النظافه معا_لعراق_بلا_كورونا, LOC  اهون الدول بالنسبه لكورونا لان فيروس ينشط بالاجواء البارده بينما يموت بالاجواء الحاره واتصور مراح يكون اله تداعيات مثل باقي الدول بسبب جو  LOC  الحار مع ذلك أخذو احتياطتكم الصحيه اهم شي النظافه معا_لعراق_بلا_كورونا,LOC اهون دولة نسب كورو لان فيروس نشط جو بارده بين مات جو حاره اتصور مراح كان اله تداعي مثل باقي دولة سبب جو LOC حار مع ذلك أخذو احتياط صحيه أهم شي نظافه معا _ عراق _ لا _ كورونا,False
31,ARC,"ايطاليا تعلن استسلامها ورئيس وزرائها يقول: ""انتهت حلول الأرض، الأمر متروك للسماء"" فيارب السماء والارض ، لاتوآخذنا بما فعل السفهاء منا فنحن موقنين مؤمنين بقوتك وجبروتك في الأمس واليوم والغد . سبحانك ربي ما أعظمك كورونا"," LOC  تعلن استسلامها ورئيس وزرائها يقول: ""انتهت حلول الأرض، الأمر متروك للسماء"" فيارب السماء والارض ، لاتوآخذنا بما فعل السفهاء منا فنحن موقنين مؤمنين بقوتك وجبروتك في الأمس واليوم والغد . سبحانك ربي ما أعظمك كورونا","LOC أعلن استسلام رئيس وزير قال : "" انتهى حل أرض ، أمر متروك سماء "" فيارب سماء أرض ، لاتوآخذنا ما فعل سفيه من نحن موقن مؤمن قوة جبروت في أمس يوم غد . سبحان رب ما أعظم كورونا",False
32,ARC,الامارات تقريبا اول دولة عربية اعلنت تسجيل حالات كورونا وفيها جنسيات عربية واجنية كتير جدا ومع ذلك مشفناش ولا واحد اماراتى بيشتم فى والوافدين او بيطلب بتريحلهم الحقيقة شعب زايد اثبت انه شعب محترم ومثقف, LOC  تقريبا اول دولة عربية اعلنت تسجيل حالات كورونا وفيها جنسيات عربية واجنية كتير جدا ومع ذلك مشفناش ولا واحد اماراتى بيشتم فى والوافدين او بيطلب بتريحلهم الحقيقة شعب زايد اثبت انه شعب محترم ومثقف,LOC تقريب أول دولة عربي أعلن تسجيل حالة كورونا في جنسية عربي اجنية كتير جد مع ذلك مشفناش لا واحد اماراتى شتم في وافد أو طلب بتريحلهم حقيقة شعب زايد أثبت ان شعب محترم مثقف,True
33,ARC,تنبأت رواية الكاتب الأمريكي دين كونتز المكتوبة في كتابه : عيون الظلام The Eyes of Darkness والمنشورة عام 1981 بانتشار فيروس كورونا التاجي عام 2020 فيروس_كورونا_المستجد كورونا الكويت,تنبأت رواية الكاتب الأمريكي  PER  المكتوبة في كتابه : عيون الظلام  MISC  of Darkness والمنشورة عام 1981 بانتشار فيروس  LOC  عام 2020 فيروس_كورونا_المستجد  LOC ,تنبأ رواية كاتب أمريكي PER مكتوب في كتاب : عين ظلام MISC of Darkness منشور عام 1981 انتشار فيروس LOC عام 2020 فيروس _ كورونا _ مستجد LOC,False
34,4IF,"السبلة_العمانية - روسيا تطلق على اللقاح اسم "" سبوتنيك "" وهو اسم وكالة أنباء عالمية تمتلكها روسيا فيروس_كورونا كوفيد_19","السبلة_العمانية -  LOC  تطلق على اللقاح اسم ""  LOC  "" وهو اسم  ORG  تمتلكها  LOC   PER _19","سبيل _ عماني - LOC أطلق على لقاح اسم "" LOC "" هو اسم ORG امتلك LOC PER _ 19",True
35,4IF,تطعيم 7 مليار بشر لان 0.011% منهم ماتوا والكثير بأرقام وهمية جميل جدا,تطعيم 7 مليار بشر لان 0.011% منهم ماتوا والكثير بأرقام وهمية جميل جدا,تطعيم 7 مليار بشر لان 0.011% من مات كثير رقم وهمي جميل جد,False
36,ARC,انباء وتقارير صحفيه ايطاليه تتحدث عن اصابة باولو ديبالا نجم يوفينتوس بفايروس كورونا,انباء وتقارير صحفيه ايطاليه تتحدث عن اصابة  PER  نجم  PER   PER ,أنباء تقرير صحفي ايطالي تحدث عن إصابة PER نجم PER PER,False
37,4IF,بوتين يعلن اول لقاح ل كورونا في العالم!, PER  يعلن اول لقاح ل كورونا في العالم!,PER أعلن أول لقاح ل كورونا في عالم !,True
38,ARC,صدام حسين يتكلم عن فيروس كورونا فيروس_كورونا, PER  يتكلم عن فيروس  LOC ,PER تكلم عن فيروس LOC,False
39,4IF,ترامب يخوض انتخابات قاسية، وخارج لقاح كورونا يبدو بعيد المنال، يستميت لإنجاز تفاهم بشروطه مع ايران يضرب فيه تفاهم اوباما-بايدن السابق، ويرى في العراق و لبنان وسيلة ضغط ناجعة لتحقيق ذلك وإنجاز ترسيم حدودي مع اسرائيل يضمن فيه المزيد من تأييد اللوبي اليهودي, MISC  يخوض انتخابات قاسية، وخارج لقاح كورونا يبدو بعيد المنال، يستميت لإنجاز تفاهم بشروطه مع  LOC  يضرب فيه تفاهم  PER - PER ، ويرى في  LOC  و  LOC  وسيلة ضغط ناجعة لتحقيق ذلك وإنجاز ترسيم حدودي مع  LOC  يضمن فيه المزيد من تأييد اللوبي اليهودي,MISC خاض انتخاب قاسي ، خارج لقاح كورونا بدا بعيد منال ، استمات إنجاز تفاهم شرط مع LOC ضرب في تفاهم PER - PER ، رأى في LOC و LOC وسيلة ضغط ناجع تحقيق ذلك إنجاز ترسيم حدودي مع LOC ضمن في مزيد من تأييد لوبي يهودي,False
40,MFH,عائلتي وأصدقائي الأعزاء، إذا قررتم زيارتي الرجاء التقيد بهذه التعليمات: 1- ما تجو. شكرا فيروس_كورونا كورونا_لبنان لا_داعي_للهلع سنموت_بعد_قليل لبنان_ينتفض لا_ثقة انتخابات_نيابية_مبكرة,عائلتي وأصدقائي الأعزاء، إذا قررتم زيارتي الرجاء التقيد بهذه التعليمات: 1- ما تجو. شكرا فيروس_كورونا كورونا_ LOC  لا_داعي_للهلع سنموت_بعد_قليل  LOC _ينتفض لا_ثقة انتخابات_نيابية_مبكرة,عائلة صديق عزيز ، إذا قرر زيارة رجاء تقيد هذا تعليم : 1 - ما تجو . شكر فيروس _ كورونا كورونا _ LOC لا _ داعي _ هلع مات _ بعد _ قليل LOC _ انتفض لا _ ثقة انتخاب _ نيابي _ مبكر,False
41,MFH,لا بعدين ولا قبلين سنموت_بعد_قليل كورونا_لبنان الكورونا الكورونا_صابتنا من صفحة وفاء الراجح,لا بعدين ولا قبلين سنموت_بعد_قليل كورونا_لبنان الكورونا الكورونا_صابتنا من صفحة وفاء الراجح,لا بعد لا قبل مات _ بعد _ قليل كورونا _ لبنان كورونا كورونا _ صابتنا من صفحة وفاء راجح,False
42,4IF,عالم بريطاني: فيروس كورونا سيبقى معنا إلى الأبد و لقاحات متكررة قد تكون الحل,عالم بريطاني: فيروس كورونا سيبقى معنا إلى الأبد و لقاحات متكررة قد تكون الحل,عالم بريطاني : فيروس كورونا بقي مع إلى أبد و لقاح متكرر قد كان حل,False
43,ARC,أشتهي أن يقوم مركز بحثي حول هذه الظاهرة، فلعل الوضوء خمس مرات في اليوم له دور إيجابي في ذلك ويخفف من انتشار كورونا.. أقول لعل، وهذا ما يؤكده إلا الدراسات المعمقة,أشتهي أن يقوم مركز بحثي حول هذه الظاهرة، فلعل الوضوء خمس مرات في اليوم له دور إيجابي في ذلك ويخفف من انتشار كورونا.. أقول لعل، وهذا ما يؤكده إلا الدراسات المعمقة,اشتهى أن قام مركز بحثي حول هذا ظاهرة ، لعل وضوء خمس مرة في يوم ل دور إيجابي في ذلك خفف من انتشار كورونا . . قال لعل ، هذا ما أكد إلا دراسة معمق,False
44,ARC,أنباء مؤكدة إصابة تميم بن حمد أمير دويلة قطر الإرهابية بفيروس كورونا بعد استقباله مندوبة أمريكية حاملة للمرض قادمة من إيطاليا نسأل الله أن يهلك الظالمين بما ظلموا,أنباء مؤكدة إصابة  PER  أمير دويلة  LOC  الإرهابية بفيروس كورونا بعد استقباله مندوبة أمريكية حاملة للمرض قادمة من  LOC  نسأل الله أن يهلك الظالمين بما ظلموا,نبأ مؤكد إصابة PER أمير دويلة LOC إرهابي فيروس كورونا بعد استقبال مندوب أمريكي حامل مرض قادم من LOC سأل الله أن أهلك ظالم ما ظلم,False
45,MFH,انتقل الى رحمة الله مساء يوم السبت الموافق 7 نوفمبر 2020 احد ابناء منطقة النبي_شيت مركز مدينة الموصل بطل القادسية اللواء الركن الطيار (محمود جاسم الجبوري ابو صفوان)اثر اصابته بفايروس كورونا تغمده الله بواسع رحمته واسكنه فسيح جناته والهم اهله وذويه الصبر والسلوان0 احمد_عباس,انتقل الى رحمة الله مساء يوم السبت الموافق 7 نوفمبر 2020 احد ابناء منطقة  LOC  مركز مدينة  LOC  بطل  LOC  اللواء الركن الطيار ( PER )اثر اصابته بفايروس كورونا تغمده الله بواسع رحمته واسكنه فسيح جناته والهم اهله وذويه الصبر والسلوان0  PER ,انتقل الى رحمة الله مساء يوم سبت موافق 7 نوفمبر 2020 أحد أبناء منطقة LOC مركز مدينة LOC بطل LOC لواء ركن طيار ( PER ) اثر اصاب فايروس كورونا تغمد الله واسع رحمة اسكن فسيح جنة هم اهل ذو صبر سلوان 0 PER,True
