,label,tweetText
10,False,مشاهد صادمة من #الصين ، تم إعدام عدة مصابين بإطلاق النار عليهم في الشوارع، لا يوجد أخبار مؤكدة عن حقيقة ما يجري سوى أن الحال أصبحت مزرية ويرثى لها . #فيروس_كورونا
11,False,انباء عن صدور اوامر من الحزب الشيوعي الحاكم في الصين بقتل المصابين بفايروس الكورونا الذين يخرجون من منازلهم... #كورونا #الصين_كورونا
12,False,#تريندينغ_الآن | الصين تقتل المصابين بفيروس #كورونا!  الذعر من #فيروس_كورونا يجتاح السوشيال ميديا، فيديوهات مخيفة يتناقلها مستخدمو شبكات التواصل الاجتماعي عن الفيروس الذي ظهر في #ووهان _الصينية ، وكأنك تشاهد أفلام رعب.  #coronavirus للمزيد
13,False,#كورونا  قتل المصابين بفايروس كرونا في شوارع الصين بالأسلحة النارية فوراً
14,False,#كورونا_الصين حسب ماوصلني الان يتم قتل المصابين بالفايروس #لااله_الاالله_محمدرسول_الله  اللهم احم بلادنا وبلاد المسلمين من الوباء والافات يارحمن يارحيم مشاهد مرعبة
15,False,#كورونا_الجديد                                            ودي أتأكد من المقطع هذا هل هو صحيح  أن الصين بدأت تقتل المرضى المصابين بكورونا (لاحول ولاقوة إلابالله ) معقوله وصلوا لدرجة هذه!!!!!
16,False,#فيروس_كورونا_الصين  🈲 بدت عمليات  التطهير في الصين اي مصاب بفيروس كورونا قتل بالرصاص النظام الشيوعي يتخذ اسهل اجراءات التخلص من الفيروس بقتل المصابين 😒
17,False,فيديو متداول   الصين بدأت في قتل المصابين بمرض كورونا ...!  #كورونا #الصين
18,False,الشرطة الصينية تقتل المصابين با #كورونا في حال عدم التجاوب معهم
19,False,مقطع متداول عن الصين بدأت في قتل المرضى المصابين ب #كورونا👇 نتمنى انه غير صحيح  @AmbChenWeiQing
20,False,الصين بدأت في قتل المصابين بمرض كورونا ...!  #كورونا #الصين
21,False,الصين بدأت بإطلاق النار وقتل المصابين بفايروس #كورونا للحد من انتشار الفايروس ،،،، وآخر شي يتغنون بحقوق الإنسان
22,False,#كورونا يقولون الصينيين يقتلون المصابين بكورونا
23,False,الصين تقتل مواطنيها المصابين ب #فيروس_كورونا_الجديد في محاولة منها للتخلص من الناس المرضى بدلا من علاجهم
24,False,البدء بقتل المصابين بفيروس #كورونا فى #الصين
25,False,شاهد.. تداول ناشطون فيديو السلطات الصينية وهي تقتل المصابين بمرض #كورونا
26,True,#كورونا  ⭕⭕ بدات الصين  بقتل مرضى  الكورونا في الشوارع ❌
27,False,#الصين ما هو الوضع⁉️قتل في الشارع🔞 . . #الفيروس_القاتل #صباح_الخير #china #فيروس_كورونا #كورونا #كورونا_الڤيروس_القاتل #الصين_كورونا #كورونا_الجديد #فيروس_كورونا_الجديد #china #coronavirusec #CoronavirusWho #CoronavirusOutbreak #أنفلونزا_الطيور #نام_الحين #اسقاط_القروض_لليوم_426
28,False,من أجل الصين نصلي 😞  صورة مسربة من مدينة #ووهان في الصين تظهر حجم الناس الذي تنهار في الشوارع بسبب #فيروس_كورونا 😷
29,False,صور مسربة في مدينة ووهان في الصين تظهر حجم الناس التي تنهار في الشوارع بسبب فيروس كورونا نرفع قلوبن وصلونا يارب ارحم 🤲
30,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂
31,False,#كورونا..  إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜 ويايمني مايهزك ريح 😂😂
32,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜😂😂
33,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه
34,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 🙂  ويايمني مايهزك شي 😇😇
35,False,#كورونا    إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 🙂  ويايمني مايهزك شي 😇😇
36,False,#كورونا..   إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  واايا يماني مايهزك ريح ادعس واكل بصل وعصيد ومرق حامض😂😂
37,False,#كورونا  يقال:  هذه الصورة التقطت صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية السورية
38,False,#كورونا  إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية السورية 😷
39,False,#كورونا..   إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه
40,False,#كورونا..   إلتقطت هذه الصورة صباح امس الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂
41,False,#كورونا..   إلتقطت هذه الصورة صباح  الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂
42,False,#كورونا..   إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 🙂
43,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية🙈🙈 رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂#مجلس_الطيبين90
44,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜   ويايمني مايهزك ريح 😂😂 #اليمن
45,False,#كورونا | التقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين (الصين) وعلى متنها راكب واحد فقط يحمل الجنسية الفلسطينية ويعتقد بأنه ينحدر أصله من مدينة الخليل!
46,False,#كورونا | التقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين (الصين) وعلى متنها راكب واحد فقط يحمل الجنسية الفلسطينية !
47,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم  لطائرة الخطوط الاماراتية اقلعت من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜
48,False,كورونا..   إلتقطت هذه الصورة صباح اليوم، لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂 #كورونا_الصين
49,False,#كورونا..   إلتقطت هذه الصورة صباح  الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜
50,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم  لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  😅😜 ويايمني مايهزك ريح 😂😂
51,False,#كورونا..   إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂
52,False,إلتقطت هذه الصورة صباح اليوم الاحد لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜 ويايمني مايهزك ريح ??😂 #كورونا
53,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  🙂  مايهزه ريح ابو يمن 😂😂
54,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم  لطائرة الخطوط الاماراتية قلعت من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  ويايمني مايهزك ريح 😂😂
55,False,#كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  .. 😅😜  ويايمني مايهزك ريح 😂😂
56,False,#كورونا..   إلتقطت هذه الصورة صباح الجمعة الماضية لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜 #ووهان  ويايمني مايهزك ريح 😂😂
57,False,#كورونا..   إلتقطت هذه الصورة صباح امس الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 🙂   مايهزك ريح  يا ابويمن 😇😇 مصائب قوما عند قوما فؤائد
58,False,#كورونا..   إلتقطت هذه الصورة لطائرة الخطوط الإماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه  رايح يشتري بضاعه  🙂شعب مربل
59,False,#كورونا  يقال:  هذه الصورة التقطت صباح  الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية السورية .. سوري يا جماعه  سوري  تحيه لكل السوريين في بقاع الارض   😁😁😁😁😁
60,False,@emaratalyoum #كورونا..   إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜  صح الكلام ده ولا 😂😂
61,False,@AjelNews24 عام 1720 يضرب مرض الطاعون العظيم مرسيليا الفرنسيه عام 1820 يضرب مرض الكوليريا إندويسيا والفلبين وتايلاند عام 1920 يضرب مرض الإنفلونزا الأسبانية وقد كانت كارثة بشرية تجاوز ضحاياها 100 مليون اما الآن 2020 كورونا الجديد يحصد أرواح العشرات من الصينيين - وباء فيروسي كل 100 سنة !
62,False,عام 1720 يضرب مرض الطاعون العظيم مرسيليا الفرنسيه عام 1820 يضرب مرض الكوليريا إندويسيا والفلبين وتايلاند عام 1920 يضرب مرض الإنفلونزا الأسبانية وقد كانت كارثة بشرية تجاوز ضحاياها 100 مليون اما الآن 2020 كورونا الجديد يحصد أرواح العشرات من الصينيين - وباء فيروسي كل 100 سنة !
63,False,وباء قاتل كل 100 سنة وسر خطير في رقم 20  1720 : الطاعون - مرسيليا - فرنسا .. 1820 : الكوليرا - اندونيسيا ، تايلند ، الفلبين .. 1920 : الانفلونزا الاسبانية - اسبانيا .. 2020 : كورونا - ووهان - الصين .. #كورونا
64,False,وباء قاتل كل 100 سنة  وسر خطير في رقم 20 1720 : الطاعون - مرسيليا - فرنسا 1820 : الكوليرا - اندونيسيا ، تايلند ، الفلبين 1920 : الانفلونزا الاسبانية - اسبانيا 2020 : كورونا - ووهان - الصين
65,False,وباء قاتل كل 100 سنة وسر خطير في رقم 20  1720 : الطاعون - مرسيليا - فرنسا .. 1820 : الكوليرا - اندونيسيا ، تايلند ، الفلبين .. 1920 : الانفلونزا الاسبانية - اسبانيا .. 2020 : كورونا - ووهان - الصين .. #كورونا🦠
66,False,وباء قاتل كل 100 سنة والسر الخطير فى عام 20  -  1720 ضرب مدينة مرسيليا الفرنسية، الطاعون العظيم وقتل 100 ألف شخص  -  1820 حصدت الكوليرا أرواح البشر فى اندونيسيا وتايلاند والفلبين، وقتل 100 ألف انسان  - 1920 كانت الانفلونزا الاسبانية تجاوز ضحاياها أكثر من 100 مليون انسان  #كورونا
67,False,إنتشار غريب ومريب للأوبئة وكل مئة سنة بالذات ..!  •#الطاعون : عام 1720  •#الكوليرا  : عام 1820  •الطاعون الدملي :عام 1920   #فيروس_كورونا : 2020
68,False,1720 طاعون - أوروبا  1820 كوليرا - آسيا  1920 إنفلونزا - اوربا  2020 كورونا - آسيا  كل مئة عام يقضى على آلاف من البشر هل تساءلتوا من وراء هذا الفعل ضد البشرية ؟؟؟ وإذا كان مرتبط هذا الفايروس برقم 20 فهذا العام يوجد فيه 20 مكرره مرتين..  #كورونا #كورونا_فيروس
69,False,1720 طاعون - أوروبا  1820 كوليرا - آسيا  1920 إنفلونزا - اوربا  2020 كورونا - آسيا  كل مئة عام يقضى على آلاف من البشر هل تساءلتوا من وراء هذا الفعل ضد البشرية ؟؟؟ وإذا كان مرتبط هذا الفايروس برقم 20 فهذا العام يوجد فيه 20 مكرره مرتين..  #كورونا #كورونا_فيروسكورونا_فيروس
70,False,الاوبئه والفيروسات التي اصابت البشريه بخلال ٣٠٠عام : الطاعون (الموت الاسود) : ١٧٢٠ الكوليرا : ١٨٢٠ الانفلونزا الاسبانيه : ١٩٢٠ فيروس كورونا : ٢٠٢٠ كل مئة عام البشريه تتعرض لفيروس خطير وشرس والمصادفه الغريبه انو الاوبئه بنفس العام  هل هي مصادفه ام امر مخطط اله ؟
71,False,هل هى مصادفة ؟، كل مئة عام وباء كبير !! سنة ١٧٢٠   الطاعون  ( ١٠٠ ألف قتيل ) سنة ١٨٢٠   الكوليرا   ( ١٠٠ ألف قتيل ) سنة ١٩٢٠ الإنفلونزا الإسبانية ( ١٠٠ مليون قتيل ) سنة ٢٠٢٠  كورونا   ( .... .... ) #فيروس_كورونا_المستجدّ
72,False,@Abualfawarss123 كل مئة عام وباء كبير !! سنة ١٧٢٠   الطاعون  ( ١٠٠ ألف قتيل ) سنة ١٨٢٠   الكوليرا   ( ١٠٠ ألف قتيل ) سنة ١٩٢٠ الإنفلونزا الإسبانية ( ١٠٠ مليون قتيل ) سنة ٢٠٢٠  كورونا   ( .... .... )والله اعلم #فيروس_كورونا_المستجدّ
73,False,رقم ٢٠ من كل مئة عام يحمل كارثه بشريه ..  #قاعد_بالبيت  #الكورونا  #الخليج_العربي  #الكويت  #معلومه
74,False,وباء قاتل كل 100 سنة والسر الخطير فى عام 20.. اعرف الحكاية  #كورونا  #فيروس_كورونا
75,False,1720 فيروس حطم البشر 1820 فيروس حطم البشر 1920 فيروس حطم البشر 2020 فيروس حطم البشر هل لاحضتم شيئ كل100 سنة يآتي فيروس. هل هي مجرد صدفة ام مفتلعة؟  كل 20 عام من كل قرن  من الزمن  يآتي وباء قاتل  #فيروس_كورونا  #فعاليات_الحجر_المنزلي
76,False,وباء قاتل كل 100 سنة وسر خطير في رقم 20   #كورونا_الصين #كورونا
77,False,وباء قاتل كل 100 سنة والسر الخطير فى عام 20  -  1720 ضرب مدينة مرسيليا الفرنسية، الطاعون العظيم وقتل 100 ألف شخص  -  1820 حصدت الكوليرا أرواح البشر فى اندونيسيا وتايلاند والفلبين، وقتل 100 ألف انسان  - 1920  الانفلونزا الاسبانية تجاوز ضحاياها أكثر من 100 مليون انسان  #كورونا
78,False,وباء قاتل كل 100 سنة   -  1720 ضرب مدينة مرسيليا الفرنسية الطاعون العظيم وقتل 100 ألف شخص  -  1820 حصدت الكوليرا أرواح البشر فى اندونيسيا وتايلاند والفلبين، وقتل 100 ألف انسان  - 1920 كانت الانفلونزا الاسبانية تجاوز ضحاياها أكثر من 100 مليون  #كورونا
79,False,وباء قاتل كل 100 سنة وسر خطير في رقم 20  1720 : الطاعون - مرسيليا - فرنسا .. 1820 : الكوليرا - اندونيسيا ، تايلند ، الفلبين .. 1920 : الانفلونزا الاسبانية - اسبانيا .. 2020 : كورونا - ووهان - الصين .. #فيروس_كورونا
80,False,1720 ضرب الطاعون العظيم مدينة مارسيليا الفرنسية  1820 ضرب طاعون الكوليرا خاصة اندونيسيا تايلاند الفلبين  1920 طاعون الشر الانفلونزا الاسبانية  الضحايا بالملايين 2020 طاعون #كورونا   #كورونا_الصيني  #الصين
81,False,@kasimf 1720 ضرب الطاعون العظيم مدينة مارسيليا الفرنسية  1820 ضرب طاعون الكوليرا خاصة اندونيسيا تايلاند الفلبين  1920 طاعون الشر الانفلونزا الاسبانية  الضحايا بالملايين 2020 طاعون #كورونا
82,False,#فيروس_كورونا_الجديد  #صباح_الخير  وباء قاتل كل مائه عام !!! ماذا يعنى الرقم 20 .. كل 100 عام ؟؟!!  تتبع ولاحظ 👇 عام 1720 ضرب الطاعون العظيم مدينه مرسيليا عام 1820 ضربت الكوليرا مدن كثيرة جدا عام 1920 ضربت الانفلونزا الاسبانيه الكارثيه عام 2020 ضرب فيروس كورونا الصين  🤔🤔🤔🤔
83,False,كل 100 عام هناك وباء 👇 1️⃣عام 1720 ضرب مدينة مرسيليا الفرنسية الطاعون العظيم قتل ما يقارب 100 الف شخص 2️⃣وفي عام 1820مرض الكوليرا في اندنوسيا والفلبين خلفت قتلى 100الف شخص  3️⃣عام 1920 مرض الانفلونزا الاسبانية قتلت 100مليون شخص 4️⃣عام 2020 مرض كورونا القاتل في الصين ويهدد العالم ♾
84,False,عام 1720 ضرب الطاعون الفرنسي العظيم وقتل 100 الف شخص عام 1820 كانت الكوليرا حصدت 100 الف واكثر من البشر عام 1920 كانت الانفلونزا الاسبانيه ضحاياها تجاوزت 100 مليون والآن 2020 فايروس #كورونا  قرن بعد قرن بالتمام رقم 20 يحمل  مرض #كوفيد_19
85,False,عام 1720 ضرب مدينة مارسيليا الفرنسية الطاعون العظيم قتل في أيام 100 الف شخص  عام 1820 ضربت الكوليرا تايلند و اندنوسيا و قتلت اكثر من 100 الف شخص عام 1920، انفلونزا الإسبانية قتلت 100 مليون شخص عام 2020 #كورونا
86,False,عام 1720 ضرب مدينة مرسيليا الفرنسية، الطاعون العظيم وقتل 100 ألف شخص، وفي عام 1820، كان الكوليرا تحصد أرواح البشر ،وحصد هذا الوباء 100 ألف انسان وأكثر، وفى عام 1920 وبعد 100 سنة وهى الانفلونزا الاسبانية كارثة بشرية، من 100 مليون انسان وعام 2020 يعيش العالم الآن كابوس فيروس كورونا
87,False,#وش_تعلمت_من_كورونا #كورونا_الجديد   معلومه لاتهمك .. كل مائه عام ينتشر وباء غامض   عام 1720  انتشر الطاعون وكان بسبب القوارض  عام 1820 الكوليرا بسبب الارز الملوث  عام 1920 الانفلونزا الاسبانيه وهي الاشد فتكاً انتشرت بين الجيوش  عام 2020 #كورونا  ويقال بسبب خفاش
88,True,الخارجية تنفى وفاة مواطن مصرى بفيروس #كورونا فى #ووهان الصينية
89,True,الخارجية تنفى وفاة مواطن مصرى بفيروس #كورونا فى  #ووهان الصينية
90,False,اول مصري يموت بفيروس كورونا وفاة الشاب المصري( محمد إبراهيم البربري)  في الصين بمرض فيروز كورونا القاتل  كان يدرس في كلية الطب البشري في مدينة ووهان الصينية  خالص العزاء والمواساة للأسرة ولجميع احبائة الصبر والسلوان #فيروس_كورونا
91,True,حقيقة  وفاة شاب مصري بـ #فيروس_كورونا في الصين   via @masr11_news
92,False,أول مصري يموت بفيروس كورونا وفاة الشاب المصري محمد إبراهيم البربري في الصين بمرض فيروز كورونا القاتل كان يدرس في كلية الطب البشري في مدينة ووهان الصينية ..خالص العزاء والمواساة للأسرة ولجميع احبائة الصبر والسلوان. #كورونا_الجديد
93,True,#الباز يكشف حقيقة وفاة مواطن مصري بـ«#كورونا» في #الصين #فيروس_كورونا
94,True,⭕ عاجل| سفير مصر في #الصين يكشف حقيقة وفاة مصري في #ووهان بعد إصابته بـ #كورونا  التفاصيل:
95,True,#عاجل| سفير #مصر بـ #الصين يكشف حقيقة وفاة مصري بفيروس #كورونا
96,True,#الخارجية تنفى وفاة مواطن مصرى بـ #فيروس_كورونا فى ووهان الصينية #كورونا #الخارجيه #ووهان
97,True,#الخارجية تنفى وفاة مواطن مصرى بـ #فيروس_كورونا فى #ووهان الصينية  #كورونا  #الصين
98,True,تداولت أنباء الساعات الأخيرة، عن وفاة مصري، من البعثة المصرية في ووهان، جراء إصابته بفيروس #كورونا
99,True,#الشروق| لنفي شائعة إصابته بكورونا.. «سيلفي» لمواطن صيني مع أفراد أمن وموظفي مستشفى كفر الدوار العام     #11سنة_الشروق #كورونا
100,True,"نفيًا للشائعات.. عاملون بمستشفى #كفر_الدوار بـ #البحيرة يلتقطون ""سيلفي"" مع مريض صيني زار المستشفى مصابًا بارتفاع درجة الحرارة بعد شائعة عن إصابته بـ ""#كورونا"""
101,False,واحد صيني درجة حرارته ارتفعت فراح مستشفى كفر الدوار فحجزوه لاشتباه الإصابة ب فيروس كورونا هل الناس بقى تاخد احتياطتها الصحية وتخاف على نفسها لا طبعا قام الناس جري راحين متصورين معاه سيلفي ولا كأنه محمد صلاح  ولولا ستر ربنا إن الراجال طلع سليم كان زمان كفر الدوار بقت كفر كورونا
102,False,ظهور اول حاله لأجنبي بفيروس كرورنا والعالملين في مستشفي كفر الدوار بياخدوا معاه سيلفي😀😀😀😂😂😂😂😂😂😂 والله وباذن الله بسبب خفة دمكم وثقتكم بالله فان أشاء الله كرورنا مش هيدخل مصر باذن الله #فيروس_كورونا
103,False,انا قرأت خبر بيقول ان اللي في الصورة دي عاملين في مستشفي كفر الدوار المركزي واخدين سيلفي مع واحد صيني مشتبه في إصابته ب #كورونا  حد ينفي الخبر قبل ما انتحر لو سمحتوا
104,False,#كورونا   بعد الإعلان فى مصر عن اختراع علاج مرضى الأمراض المستعصية عن طريق اكل الكفتة الإعلان فى مصر عن اختراع علاج مرضى فيروس كورونا القاتل عن طريق اكل البلح الزغلول
105,False,علاج جديد خلال 3 أسابيع من البلح الزغلول حسب تصريح وزيرة الصحة هالة هانم زايد... وماله العنب يا مدام؟.. واللا علشان مجاملة لبلحة.. الصحة ﻻتعرف المجاملات يا قاهرة كورونا الصين
106,False,هجوم اسراب من الغربان والبعوض على الصين شي عجيب  #كورونا
107,False,هجوم اسراب من الغربان والبعوض على الصين شي عجيب #كورونا #الصين
108,False,فيديوهات لآلاف الغربان تحلق فوق ووهان الصينية تثير الجدل
109,False,فيديوهات لآلاف الغربان تحلق فوق ووهان الصينية تثير الجدل :
110,False,فيديوهات لآلاف الغربان تحلق فوق ووهان الصينية تثير الجدل
111,True,"شاهد .. فيديو لآلاف ""الغربان"" تحلق فوق ووهان الصينية ""بؤرة كورونا"" يثير الرعب .. والكشف عن حقيقته"
112,True,"شاهد: فيديو لآلاف ""الغربان"" تحلق فوق ووهان الصينية ""بؤرة كورونا"" يثير الرعب .. والكشف عن حقيقته"
113,True,شاهد .. فيديو لآلاف “الغربان” تحلق فوق ووهان الصينية “بؤرة كورونا” يثير الرعب .. والكشف عن حقيقته
114,True,مقطع فيديو لأسراب الغربان فوق مدينة ووهان الصينية يثير القلق
115,False,•▪● 🇨🇳《 ووهان_الصين# 》🇨🇳 ●▪•  آلاف الغربان تحلق فوق مدينة #ووهان الصينية التي ظهر فيها فيروس كورونا،  وهناك الكثير من المخاوف والتساؤلات عن هذا المشهد الغريب .  ●🇨🇳●🇨🇳●🇨🇳●🇨🇳●
116,False,#كورونا_يصل_الامارات  #كورونا_الصين  #كورونا_الڤيروس_القاتل  #كورونا_المستجد   الغربان اذا شاهدت جثث تحوم حولها  اللهم لطفك وسترك بكل مستضعف وموحد على وجه الأرض ياكريم
117,False,انتشار الغربان في #الصين  وحشرات غريبه طلعت بشكل كثيف بالتزامن مع فايروس #كورونا  انه امر الله قد اتاهم بسبب ظلمهم وتجبرهم علي الايغور المسلمين المسالمين
