,Tweet_Text,label
239,أنتقل الى رحمة الله د.جمال حمزة من خيرة أطباء الحوادث بمستشفي الفروانيه متأثرا بمضاعفات فيروس كورونا  رحم الله الطبيب  المخلص الخلوق ، نعزي أنفسنا وعائلته الكريمة رحمه الله وألهم أهله ومحبيه الصبر والسلوان انا لله و انا اليه راجعون #مستشفى_الفروانية #وزارة_الصحة #الصفوف_الاماميه  https://t.co/KAxEhrb4b8,True
240,🔴 #عاجل | #الجزائر تعلن تسجيل 186 إصابة جديدة بفيروس #كورونا و7 وفيات #TeNNews | #TeNTV  https://t.co/6lAGj9JGvW,True
241,CNN: إصابة أول نمر فى حديقة حيوان بنيويورك بفيروس كورونا  https://t.co/PirX3vBO64  https://t.co/WF8y0lgW6a,True
242,هاشتاقات متداولة بلبنان بس واضح الموضوع مابطمن 🤣  #كورونا #لا_داعي_للهلع #وزير_الصحة #سنموت_بعد_قليل,False
253,إصابات كورونا في انخفاض...  🔴وزارة الصحة: 450 إصابة جديدة بكورونا في الجزائر 🔴ارتفاع إجمالي إصابات كورونا إلى: 38583 🔴10 وفيات جديدة بفيروس كورونا 🔴ارتفاع إجمالي الوفيات بكورونا إلى 1370  https://t.co/skxPklafBN,True
258,تمديد كل تدابير الحجر الصحي في الجزائر إلى غاية 14 ماي  #كورونا,True
265,#منظمة_الصحة_العالمية :: الاعتقاد بأن فيروس #كورونا سيختفي بحلول فصل الصيف أعتقاد زائف,True
266,ببالغ الحزن والاسى تنعي ادارة #مستشفى_الفروانية وجميع العامين بها   بوفاة زميلنا من ابطال الصحة          جراردو كاستيلو   اختصاصي الاشعه بمستشفى الفروانية  اثر اصابته بفيروس كورونا المستجد  رحمه الله وألهم اهله ومحبيه الصبر والسلوان  https://t.co/OnUnuVTBNf,True
270,إصابة نمرة  في حديقة حيوان في نيويورك بفايروس #كورونا,True
273,🚨وزارة_الصحة 🔴تسجيل 223 حالة إصابة جديدة بـ #فيروس_كورونا في الجزائر 🔴تسجيل 08 وفيات جديدة بسبب كورونا 🔴تسجيل 131 حالة شفاء جديدة 🔴ارتفاع عدد المصابين بفيروس #كورونا إلى 54839حالة 🔴ارتفاع عدد الوفيات بسبب كورونا إلى 1873 🔴ارتفاع عدد حالات الشفاء إلى 38346حالة  https://t.co/6cdgsjpsNb,True
276,ما بعرف ليش في شي جواتي عم يقلي لحق عشلك كم يوم حلوين 🌚 #كورونا #لبنان #لا_داعي_للهلع 💔 #سنموت_بعد_قليل,False
279,وزير الصحة وين 😅 لا داعي للهلع وين .. مشجعين الاقتصاد وين .. سنموت بعد قليل #كورونا,False
280,الرئيس البرازيلي يصدم شعبه بتعليقات حول كورونا : لا فائدة من الهروب سنموت جميعاً في النهاية,True
285,الرئاسة الجزائرية تؤكد إصابة الرئيس عبد المجيد تبون بفيروس #كورونا وتقول إن حالته الصحية تتحسن تدريجياً  https://t.co/6sFn5nxk6S,True
286,من المهم الحرص على عدم لمس العين والأنف والفم عند إزالة الكمامة القماشية وغسل اليدين مباشرة بالماء والصابون لمدة ٤٠ ثانية لتجنب انتقال أي عدوى #فيروس_كورونا #انقلاب_في_قطر,True
296,تبدو أن حكايات #كورونا لن تنتهي بين البشر، حيث رصدت حديقة حيوان برونكس في #نيويورك، أوّل حالة إصابة لأنثى #النمر بفيروس كورونا المستجد وتدعى “ناديا”.أوضحت حديقة الحيوانات، أن أحد الموظفين المصابين بالفيروس دون أن تظهر عليه أي أعراض، نقل المرض إلى تلك الحيوانات أثناء رعايتها.,True
298,احر التعازي لكابتن الطائره يوسف العنزي الوطني المحترم🌺 بوفاة والدته وهوفي المهمه الرسميه الوطنيه بتوجهه للصين لاستلام المعدات الطبيه لعلاج فايروس كورونا رحمة الله عليه واسكنها فسيح جناته ان شاءالله ..والهمهم الصبر والسلوان  وعظم الله اجرهم واحسن الله عزاهم🙏🏻,True
301,🔹 نعي  تنعى ادارة ومنتسبو دائرة صحة #بابل فقيدها الراحل الممرض الجامعي ( حسام عايد الشريفي ) مسؤول كادر مستشفى الإمام الصادق (ع) - (اثر اصابته بفايروس كورونا)  تغمد الله الفقيد برحمته الواسعة وألهمنا وذويه الصبر والسلوان  انا لله وانا اليه راجعون🙏  https://t.co/fuGD4JEb5n,True
302,تعازينا الحارة لعائلة الطبيب حرب رضوان المدير الطبي لمستشفى اليمامة في بيت لحم، الذي وافته المنية صباح اليوم متأثرا بإصابته بفيروس كورونا .. عمل بكل جد وإخلاص لمحاربة تفشي الفيروس وتوعية الناس بمخاطره قبل إصباته، رحمه الله واسكنه فسيح جناته وألهم عائلته الصبر والسلوان  https://t.co/1GjZP9aTN0,True
305,الصحة العالمية تحذر من موجة ثانية لا مفر منها لجائحة كورونا -  https://t.co/McmcAvXG1s  #صراحة  https://t.co/z5WMAlQ0ZX,True
307,عاجل..  11 ألف شخص غادروا الحجر الصحي بعد التأكد من خلوهم من #كورونا.  https://t.co/uCMFA9mS0o,True
317,إصابة أول حيوان أليف ب #كورونا في #بريطانيا  https://t.co/e6Xy7KVNHj,True
318,النمر «نادية».. أول حيوان أُثبِتت إصابته بفيروس كورونا!  النمر «نادية»، هو أول حالة معروفة لحيوان مصاب بفيروس كورونا، في حديقة حيوان برونكس في مدينة نيويورك، التي تديرها جمعية الحفاظ على الحياة البرية.   المصدر:  https://t.co/wav1jF8azv  #ereborn  https://t.co/lOptUq9sIX,True
320,يعتبر غسل اليدين باستمرار أحد أهم الإجراءات التي يجب اتباعها للوقاية من الإصابة بفيروس كوفيد-١٩. احرص على غسل يديك بطريقة صحيحة لمدة ٢٠ ثانية على الأقل.  https://t.co/NOkp6lDvFF #سلامتك_هي_سلامتي,True
325,وزارة الصحة الكويتية تُعلن عن خروج 578 مواطن من الحجر الصحي.. وذلك بعد التأكد من خلوهم من فايروس #كورونا المستجد وانقضاء فترة الحجر الصحي.  https://t.co/ApEkJfJEmr,True
326,اتقدم   بأحر التعازي وصادق المواساة الى #الكابتن_يوسف_شفاقه_العنزي وعائلة الجروان الكرام بوفاة والدتهم اثناء قيامه بمهمته الوطنية للصين. نسأل الله لها الرحمة وان يسكنها فسيح جناته ويلهمهم  الصبر والسلوان #اوصف_الشعب_الكويتي_بكلمة #كورونا,True
331,الجزائر: تسجيل 9 وفيات و475 إصابة جديدة بكورونا   https://t.co/NucKgwklo8 #هلا_أخبار #الجزائر #كورونا  https://t.co/PLNtjSO8Mg,True
334,#عاجل | أ ف ب : إصابة الرئيس الجزائري عبد المجيد تبون بفيروس كورونا    #جريدة_الراية |  #سلامتك_هي_سلامتي  https://t.co/rWN8nBxMgE,True
339,نتقدم بخالص التعازي الى الكابتن عبدالوهاب ابو الهيل وعائلته بوفاة شقيقه المغفور له عبد الكريم ابو الهيل بعد معاناة مع فيروس كورونا.   تغمد الله الفقيد بواسع رحمته والهم اهله الصبر والسلوان إنا لله وإنا إليه راجعون  https://t.co/FkLAE0BMyy,True
343,الفرق الوحيد بينك وبين الي معو كورونا، انو هو عمل فحص PCR وانت لأ.,False
344,يمني يموت بسبب كورونا  توفي المغترب اليمني فهد أحمد الهبوب في السعودية بعد إصابته بفيروس كورونا  الله يرحمه و يسكنه فسيح جنته و يلهم أهله و ذويه الصبر والسلوان😢💔  وانا لله وانا اليه راجعون 😢  https://t.co/wfsVkz1DMy,True
346,الصين فيها مليار ونص وما طلع معن نكت أد ما نكتوا عليِّ ب #لبنان 🥺   #كورونا #سنموت_بعد_قليل #لا_داعي_للهلع,False
349,الكمامة لا تحتاجها في كل وقت.. هل تعرف متى يجب عليك لبسها ؟  #كورونا_الجديد  #تعليم_مكه @mg_shd  @makkah_edu  @Media_M_E  https://t.co/fNCEx099Cz,True
351,من المهم الحرص على عدم لمس العين والأنف والفم عند إزالة الكمامة القماشية وغسل اليدين مباشرة بالماء والصابون لمدة ٤٠ ثانية لتجنب انتقال أي عدوى #فيروس_كورونا_المستجد GantsMicrobeSavon  https://t.co/ugheHJ6312,True
352,وزارة الصحة عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: -اغسل يديك وعقمها باستمرار ابتعد عن أماكن التجمعات -لا تقترب من أحد واجعل مسافة لا تقل عن مترين وتذكر دائمًا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس.ساهم بحمايتهم. #الوقاية_من_كورونا  #كلنا_مسؤول  https://t.co/xQhPGwtSDN,True
355,الجزائر تسجل 7 وفيات و 336 إصابة جديدة بفيروس كورونا: (MENAFN - Youm7) أعلنت وزارة الصحة الجزائرية، فى بيان عبر حساب الإذاعة، على تويتر، الثلاثاء، تسجيل 7 وفيات و 336 إصابة جديدة بفيروس كورونا، مقابل 2...  https://t.co/0l4zL8S003,True
363,نتقدم بأحر عبارات التعازي والمواساة الى عائلة الفقيد اللاعب الدولي السابق احمد راضي والى الاوساط الرياضية برحيله جراء اصابته بجائحة فيروس كورونا المستجد داعيا الباري عز وجل ان يتغمد المرحوم بواسع رحمته ويلهم اهله وذوية الصبر والسلوان  https://t.co/OQDcXAxkdm,True
368,كورونا كشفت لنا خونه الوطن .! #إيران_تصدر_كورونا_للخليج,False
371,#عمان_لايف | وفاة مواطنة مصابة بمرض فيروس كورونا  . تعلن وزارة الصحة عن وفاة مواطنة مصابة بمرض كورونا وتبلغ من العمر ٣٣ عاماً ليبلغ عدد الوفيات من هذا المرض في السلطنة ١١ ونتقدم إلى ذوي الفقيدة بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهلها وذويها الصبر والسلوان  https://t.co/QBxai2qZub,True
375,عاجل..  وزارة الصحة السعودية :  ٢٥٠٠ شخص تم وضعهم في الحجر الصحي للتأكد من خلوهم من كورونا. #كورونا #المملكة,True
378,تسجيل أول حالة وفاة لمواطن كويتي  بـ فيروس #كورونا  نعزي ذويه بأن يلهمهم الصبر والسلوان  وإنا لله وانا اليه راجعون,True
388,هلأ بيتحول محللين الوضع الاقتصادي في لبنان الى  محللين بالصحة. من  major اليوروبوندز إلى major كورونا #CoronaViruesue #سنموت_بعد_قليل #لا_داعي_للهلع @HichamHaddad57 @Jad_Ghosn,False
390,الجزائر: تسجيل 240 إصابة جديدة بفيروس (كورونا) -  https://t.co/CqqhZwuxV7...  https://t.co/vOa1Zudz63,True
392,#كورونا_السعوديه  *يجب اتباع سبل الوقاية من الكورونا*  ١- تجنب المصافحة  ٢- تجنب الاماكن المزدحمة  ٣- غسل اليدين قبل وبعد اَي نشاط  ٤-تعقيم اليدين طوال الوقت   ٥-المدارس يجب احضار معقم تعاون ٦-تجنب استخدام دورات المياه العامة,True
397,#الجزائر || أعلنت وزارة الصحة الجزائرية، تسجيل 293 إصابة جديدة بفيروس #كورونا المستجد، خلال الـ24 ساعة الماضية؛ ليرتفع إجمالي الإصابات إلى46 ألفًا و364 في البلاد.  https://t.co/vix0QjhSK7,True
398,"عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة:  - اغسل يديك وعقمها باستمرار. - ابتعد عن أماكن التجمعات.  - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وتذكر دائمًا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضةللفيروس ,ساهم بحمايتهم. #الوقاية_من_كورونا @MiddleHealth  https://t.co/NllTnmvrcB",True
415,اصابة وزيرة الهجرة والمهجرين العراقية بفايروس كورونا الأربعاء 23-09-2020 اكدت وزارة الهجرة والمهجرين، الاربعاء، اصابة وزيرتها ايفا فايق بفايروس كورونا المستجد.  https://t.co/gwhIt92ivn,True
416,هاريس: أنا وبايدن جاهزان للسيطرة على كورونا وإعادة بناء اقتصادنا. #العبدلى_نيوز.  https://t.co/oSceAy6fsU,True
