,tweet_text,label
17,خادم الحرمين الشريفين يصدر أمره بمنع التجول للحد من انتشار فيروس كورونا الجديد ابتداءً من الساعة السابعة مساءً وحتى الساعة السادسة صباحاً لمدة 21 يوماً من مساء يوم الاثنين 28 رجب 23 مارس. URL,True
18,تم اليوم بحمد الله شفاء 9 حالات من المصابين بفيروس كورونا المستجد، ليصبح عدد المتعافين 39 حالة. كتب الله الشفاء العاجل للبقية وحمى الجميع من كل شر.,True
19,#الصحة تعلن عن تسجيل(٧٠)حالة إصابة جديدة بفيروس #كورونا الجديد(كوفيد ١٩) كالتالي: - تسجيل(١١)حالة قادمة من كل من المغرب، الهند، الأردن، الفلبين، بريطانيا، الإمارات، سويسرا، وقد تم عزلها مباشرة من المطار إلى الضيافة في العزل الصحي، الذي أثبت فاعليته في التصدي لنقل العدوى داخليًا.,True
20,الإمارات أعلنت منذ قليل عن حالتي وفاة بفيروس #كورونا بعد الإعلان غرد وزير الصحة الكويتي د.باسل الصباح بـ (أستحلفكم بالله البقاء في منازلكم) ثم غرد وزير الصحة السعودي توفيق الربيعة بـ (هام، ساهم في أمن بلدنا الصحي بالجلوس في بيتك) - لا أظنها رسائل توعوية روتينية -,True
21,مركز الملك عبدالله العالمي للابحاث الطبية في الحرس الوطني الذي يملك٧٠عالم ابحاث منهم٥٠ عالم سعودي ويحملون الدكتوراه في طور تجارب لقاح ضد كورونا الجديد بالاستفاده من لقاح كورونا السابق واثبت نجاحه علي الحيوانات ومن ضمن التجارب علي الابل واثبت قوة المناعه ضد الفيروس وفى طور التجارب URL,False
23,مسائكم أخبار جميلة عن #كورونا 40 ثانية فقط من صاحب مبادرة تجميع العلماء لإيجاد علاج ضد #كرونا يعلنها على الهواء مباشرة أن فريق كامل من ضمنهم طبيب فرنسي اسمه “راولت” اكتشفوا أن دواء الملاريا هو الذي يعالج #كورونا_الجديد بنسبة 100% وتم تجربته على 40 مريض #ترجمات_عبدالله_الخريّف URL,False
24,لن يسجّل التاريخ أنك حاتم الطائي إذا أقمت وليمة وسط أزمة #كورونا...  تعليق العمرة إيقاف الجمعة والجماعة في المساجد تأجيل جلسات مجلس الوزراء أسبوعين  إغلاق الأجواء والمنافذ والرحلات الداخلية.  من أنت أمام كل هذا لتكسر قيود التحذيرات وتخرج؟ لن يعرفك العالم بكرمك وعاداتك، بل بأذاك.,True
25,بوتيرة الإستهتار من البعض - حتى ولو كانوا قلّة- قد يصاب لا قدّر الله الآلاف في وقت واحد.. ومن المعلوم أنه في حالات كورونا المتقدمة يحتاج الشخص الى جهاز تنفس وعناية مركزة .. كيف يمكن لأي دولة أن توفر ذلك في وقت واحد .. سيما أن غرف العناية محتاجوها كثر لأمراض خطيرة متعددة.. اقعدوا!,True
26,الحمد لله الذي بنعمته تتم الصالحات.  تم بحمد الله اليوم شفاء 5 حالات من المصابين بفيروس كورونا المستجد، ليبلغ عدد الذين تم شفاؤهم 27 حالة. نرجو الله الشفاء للمرضى والسلامة للجميع.,True
27,بشرى..  ولله الحمد والمنة مركز الملك عبدالله العالمي للأبحاث الطبية  توصل إلى لقاح خاص بفيروس #كورونا_الجديد  والنتائج إيجابية بفضل من الله وحده..  وقريبا سيعلن عنه… URL,False
28,كل قنوات العالم مشغولة بكورونا وتستضيف المختصين على مدار اليوم للحديث عنه وعن كيفية مواجهته إلا الجزيرة مشغولة بالسعودية وقيادتها وتستضيف سعد الفقيه يوميًا للحديث عن ذلك .. المضحك أنهم يناقشون الصعوبات الإقتصادية التي ستواجهها السعودية جراء كورونا وكأن العالم بأسره لا يواجه ذلك🤮,True
30,الأذان يُرفع من مسجد البيّازين، في مدينة #غرناطة الأندلسية، يوم الأحد، لأول مرة منذ سقوط المدينة، آخر ممالك الأندلس، قبل 528 عاماً (في 2 كانون الثاني/يناير 1492)، وحظْر الأذان فيها. بعض المسلمين في عدد من الأحياء رفعوا الأذان من شرفات منازلهم، وكان يوماً مشهودا. #كورونا URL,True
31,كوكب الأرض بسبب فايروس كورونا الان هو في قمة النشاط و السعادة، حيث لوحظ انحسار كبير في نسبة الغازات الملوثة والغازات المسببة للاحتباس الحراري في أغلب دول العالم نتيجة تأثيرات انتشار الفيروس على الأعمال وحركة السفر والتنقل، و ان نسبة غاز أول أكسيد الكربون قد انخفضت بنسبة 50% ❤🌍 URL,False
32,#Important  #Coronavirus طبيبان مصريان يعملان في إنجلترا يشاركون خبرتهم مع زملائهم في #مصر  ويلحان على أهمية أن تكون مصر مستعدة للتعامل مع مصابين الفيروس #مهم URL,True
34,تم بحمد الله اليوم شفاء ٣حالات من المصابين بفيروس كورونا المستجد. ليبلغ عدد الذين تم شفاؤهم ٣٠ حالة.  اللهم تمم على جميع المرضى بعاجل الشفاء.,True
35,عاجل..  .  وزارة الداخلية:  من يخالف أمر منع التجول يعاقب بغرامة 10 آلاف ريال وتضاعف في حال التكرار فإن عاد المخالف إلى ارتكاب المخالفة فيعاقب بالسجن لمدة لا تزيد على 20 يوماً.  . #كورونا #السعودية #منع_التجول,True
36,#الصحة تعلن عن تسجيل (٥١) حالة إصابة جديدة بفيروس #كورونا الجديد(كوفيد١٩). URL,True
37,شكر خاص ل المملكة العربية السعودية🇸🇦 التي نقلت إمدادات  USERID الحيوية الخاصة ب #COVID19 جواً إلى #اليمن. تشمل الشحنة معدات الحماية الشخصية للعاملين الصحيين واختبارات الفحص المختبري في عدن وصنعاء وأيضا أدوية الصدمة ومستلزمات لدعم الاستجابة المستمرة للأزمة #الصحة_للجميع_وبالجميع URL,True
39,عاجل:  . تعليق جميع رحلات الطيران الداخلي بالسعودية والحافلات وسيارات الأجرة والقطارات لمدة 14 يوماً ابتداءً من الساعة السادسة صباحاً من يوم غدٍ السبت. . #السعودية #المملكة #كورونا,True
40,بطاقم سعودي كامل من الدخول من الباب الى الخروج منه . السعودية سوف تعلن عن لقاح فايروس #كورونا #Covid_19 قريب جداً بعد عدت تجارب وتكللت بالنجاح.  الحمدلله كما ينبغي لجلال وجهك وعظيم سلطانك URL,False
41,"#فيديو 🔴 .  . الإعلامي السعودي “أحمد المالكي” يوجه رسالة شديدة اللهجة إلى #البنوك: باقي أنتم وين مبادراتكم للوطن والمواطن؟، مؤكداً “إذا كان المال أكبر اهتماماتكم فلن ينسى كل المواطنين خذلانكم"". . . #البنوك_تأجل_الأقساط #مبادرة_البنوك #تجار_الظروف #تم_تامرون_أمر #كورونا  . URL",True
44,فيديو معبر 🔴 .  . #شاهـد “رجل أمن” يوجه نصيحة هامة لشبان خرجوا في رحلة برية متجاهلين التحذيرات المتكررة بضرورة الإلتزام بتعليمات السلامة والبقاء في المنزل. . . #تكفون_اقعدوا_في_بيوتكم #السعودية #هام #كارونا_السعوديه #Covid_19 #COVID19 #حظر_تجول_اجباري_ينقذنا #الحجر_المنزلي  . . URL,True
45,عاجل 🚨  الصين تعلن أن كل المتعافين الذكور من فايروس كورونا أصيبوا بعجز جنسي كامل..! ويأتي ذلك بسبب ارتفاع درجة السخونة الذي أدى إلى تلف الخصوبة لدى الرجال. URL,False
46,الحمد لله حمداً كثيرا مباركا فيه.  تم بحمد الله اليوم شفاء ٤ حالات من المصابين بفيروس كورونا المستجد. ليبلغ عدد الذين تم شفاؤهم ٢٢ حالة.  اللهم تمم على جميع المرضى بعاجل الشفاء,True
47,عاجل 🔴  .  .  متحدث وزارة الصحة:  الفترة القادمة سوف تشهد ارتفاعاً في الحالات المصابة بفيروس كورونا على مستوى العالم .. وقد نلجأ إلى حظر التجول في حال رصد تهاون في الإجراءات الاحترازية. .  . #السعوديه,True
48,قمت بترجمة مقطع هو حديث العالم اليوم حول علاج #كورونا، عبارة عن عقار تم استخدامه لعلاج ٤٠ مصاب بالفايروس في فرنسا وكانت نسبة شفاء ١٠٠٪، رسائل الأمل جميلة في هذه الأزمة #ترجمة_لبيب URL,False
56,#خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م. URL #واس_عام URL,True
57,وبذلك يصبح العدد الإجمالي لحالات فيروس كورونا الجديد في المملكة (٣٩٢)، تعافت (٨) حالات إضافية، ليكون إجمالي الحالات المتعافية (١٦) حالة بحمد الله،  والحالات المتبقية معزولة صحيًا وتتلقى العناية الطبية اللازمة.,True
58,استنادًا إلى أمر خادم الحرمين الشريفين - حفظه الله - القاضي بمنع التجول للحد من انتشار فيروس كورونا الجديد لمدة 21 يوما، تود الوزارة إيضاح الاستثناءات المتعلقة بمنع التجول. URL,True
62,الجيش الايطالي ينقل جثث ضحايا كورونا بدون وداع  URL,True
63,عاجل..  .  وزارة الصحة:  قللوا من التواصل والمخالطة حتى داخل منازلكم .. لا تفقدوا أحبابكم.  .  #كورونا #السعودية #المملكة #الصحة,True
65,فيديو 🔴 .  . بكلمات من قلب صادق ..  شاهد رجل أمن يوجه نصيحة أبوية لمجموعة من الشباب خرجوا في رحلة برية متجاهلين التحذيرات المتكررة. .  . فيروس كورونا  . URL,True
66,شفاء 4 حالات من المصابين بفيروس كورونا المستجد، ليصبح عدد المتعافين 43 حالة. حمى الله الجميع من كل شر,True
68,مترجم حصريا | هذه هي رسالة الطاقم الطبي اﻹسباني لكل العالم... ابقوا في منازلكم!!  #كورونا #COVID19 URL,True
71,عاجل 🔴 . .  #خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م.,True
72,#عاجل متحدث الصحة: تسجيل 48 إصابة جديدة بفيروس كورونا وإجمالي الحالات يصل إلى 392 حالة. #واس_عام,True
73,طبيب تخدير كندي عبقري ... يدخل تعديلات على جهاز التنفس الصناعي بحيث يجعله يقوم بعمل 9 اجهزة تنفس صناعي ويستوعب 9 مرضى ... بما يضاعف امكانيات المستشفى في استقبال حالات فيروس #كورونا الى 9 اضعاف.    URL,True
74,عاجل..  .  وزارة الصحة:  تسجيل ١١٩ حالة جديدة بفيروس كورونا.  .  #السعودية #كورونا,True
77,مهم : الفرق ما بين الكمامة الطبية الاصلية و غيرها و طريقة لبسها الصحيح   #كورونا URL,True
78,عاجل:  الآن.. انتهاء فترة #منع_التجول في يومه الأول، بالتزام وتعاون كامل من المواطن والمقيم. . #السعودية #كورونا,True
80,متحدثة التعليم:  اختبارات نهاية العام الدراسي في موعدها في شهر رمضان المبارك.(ياهلا)  #التعليم #الاختبارات #كورونا,True
81,أتابع عن كثب و علي مدار الساعة إجراءات الدولة الإحترازية لمواجهة إنتشار فيروس كورونا ... وكما وعدتكم بالأمس نحن مستمرون في إجراءاتنا بكل دقة في مكافحة هذا الوباء حفاظاً علي صحة و حياة كل مواطن مصري.١/٢,False
82,متخيلين كل دي ناس ماتت ، كل دي ناس كان ليها حياتها وناس بتحبها و ذكرياتها و حياتها كانت ماشيه تمام في ثانيه و بسبب استهتارهم ماتوا ، من فضلكوا يجماعه خلوا بالكوا من نفسكوا و خليكوا في بيتكوا اكيد مش هتحبوا تخسروا حياتكم او حد بتحبوه .,True
84,#خادم_الحرمين_الشريفين يصدر أمره بمنع التجول للحد من انتشار #فيروس_كورونا الجديد ابتداءً من الساعة الـ 7 مساءً وحتى الساعة الـ 6 صباحًا لمدة ( 21 ) يومًا من مساء يوم الأثنين 28 رجب 1441هـ، الموافق 23 مارس 2020م. URL #واس_عام URL,True
90,الحيوانات تغزو المدن بعد تطبيق إجراءات حظر التجوال للوقاية من فيروس كورونا حول العالم، صور من ايطاليا و اليابان و جزيرة سردينيا .. URL,False
93,في مدينة قونيا في تركيا وضعت المواد الغذائية فى الشارع وبامكان المحتاج ان ياخذ ما يريد دون ان يراه احد او يلاحقه التصوير سنّة حسنة لا تحرج الفقير أو المحتاج و يتخفى وراءها الغنى وتعلى قيمة التكافل فى المجتمعات فهذا وقت التكافل وليس الأنانية #فيروس_كورونا URL,True
95,#وزارة_الصحة تُعلن تسجيل 70 حالة إصابة جديدة بـ #فيروس_كورونا المستجد، وتُهيب بالجميع الالتزام بالإرشادات والتوجيهات؛ حفاظا على سلامتهم وسلامة المجتمع. #واس_عام URL,True
96,الصين أخفت #كورونا عن العالم لأسابيع، واعتقلت ووبخت الطبيب الذي حذر من الفايروس والآن ترسل خبراءها لنقل تجربة القضاء عليه؟ السمعة التصقت بها أنها مصدر الوباء، لو كاشفت العالم من البداية أفضل من إرسال خبراء لتخفيف عدد الموتى. لا تصلح الصين ما أفسده “كورونا” !,False
98,كلمة سيدي #خادم_الحرمين_الشريفين تؤكد حرص القيادة -حفظها الله- على تسخير كل ما يحقق رفعة الوطن وسلامة المواطن والمقيم، ونبذل في وزارة التعليم قصارى جهدنا للتكامل مع كل الجهود الوطنية العظيمة للتصدي لفيروس #كورونا من خلال الجامعات وإدارات التعليم. حفظ الله الوطن وقيادته وأدام عزه. URL,True
99,أمير قطر يطلب من الولايات المتحدة ودول أخرى تنفيذ وعودها بالضغط على السعودية لإنهاء المقاطعة وإيجاد حل للأزمة نظير احتضان الدوحة لإتفاق المصالحة بين طالبان وأمريكا. - تعليق: دول العالم أجمع مشغولة بكيفية القضاء على كورونا وإعلام الدوحة مشغول بالسعودية! نسأل الله العافية والسلامة,False
104,عراب الانقلاب والغدر والعقوق في قطر  بدء التغريدات ب #كورونا  ثم اقحم 11 سبتمبر ، ثم حول على الدول العربية ، ثم على دول الخليج ثم اختتم بان قطر دولة الصمود وان استمرت المقاطعة 3 سنوات ثم اختتم التغريدة بالتوسل لانهاء المقاطعة ..توظيف رخيص وغبي  الاسم: بن جاسم  الوظيفة: جمال ريان,False
105,عاجل 🔴 .  .  إيطاليا تبدأ في استخدام علاج لفيروس كورونا .. وأنباء عن ثبوت فاعليته. (العربية) .  . #ايطاليا,False
106,عاجل:  الآن.. بدء تنفيذ قرار إيقاف الطيران الداخلي والأجرة والقطارات والحافلات في #السعودية.   #كورونا #فيروس_كورونا,True
107,أول من حذر من مرض خطير واعتقلته السلطات بتهمة نشر شائعات ثم توفي بالفيروس.. #الصين تعتذر لعائلة مكتشف #كورونا وتمنحها تعويضا وتحاكم من اعتقلوه #العربية #أن_تعرف_أكثر URL,False
108,وعلى سبيل البشائر ..   إيطاليا تبدأ في استخدام علاج لفيروس كورونا .. وأنباء عن ثبوت فاعليته. (العربية),True
109,استاذ الطب الرئوي في #تركيا يصرح بأن الأعداد المعلنة عن #كورونا غير صحيحة والعدد المتوقع الوصول له 145 ألف ، كل هذه الأخبار بدل أن يناقشها اعلام #اردوغان يهرب منها بتكثيف الهجوم على #السعودية !! خبر يستحق القراءة والاستماع والتأمل لتعرف كيف تدار الدول الفاشلة !!,True
110,تاريخ الخبر واضح، أول يوم من سنة 2020... الشرطة الصينية في وهان تعتقل 8 أشخاص بتهمة ترويج شائعات عن وجود وباء ينتشر. جريمة #الصين بحق العالم لا تغتفر . #فيروس_كورونا #COVIDIOTS,True
111,سند وذخر 🇶🇦 14953 متطوع حتى الآن من هل #قطر والمقيمين يضربون أروع الأمثلة في الوقوف مع الدولة لمكافحة فيروس #كورونا ✌️,True
112,كلمة سيدي الرئيس عيدروس الزبيدي والموجهة للشعب الجنوبي بخصوص فيروس كورونا . والعمل جاري لتنفيذ كل ما جاء في هذا الخطاب مع ما تقدم من إجراءات بتوجيهاته السابقة منذ بداية الأزمة وبمتابعة شخصية من الرئيس حفظه الله ورعاه .,True
115,#عاجل   #إيطاليا تبدأ باستخدام علاج فايروس #كورونا، وأنباء عن ثبوت فاعليته. (العربية),True
118,تغريدة تحاول #الدوحة من خلالها تبرير خيانتها للبنان بنقلها مرض #كورونا لبنان تصدر الاغنام!! بالتأكيد الدوحة لاتسعى لرأي لبنان العام فهي لم تضع له وزن لأن من ينقل الموت لهم لن يهتم لما دونه ولكنها تحاول التبرير لبعض من في #قطر رهانها في ذلك قلة مداركهم.  #قطر_تنقل_كورونا_الى_لبنان URL,False
119,المنطقة الصناعية القديمة في #قطر تقود الدولة إلى كارثة حقيقية بسبب تهرب ورفض العمال لإجراءات العزل، تحتل قطر أعلى عدد إصابات بوباء #كورونا من بين دول الخليج، ولازال يصر مسؤولي الحكومة على توجيه الإعلام لمهاجمة دول المقاطعة هربًا إلى الأمام بدلًا من حفظ وحشد الجهود لمواجهة الكارثة,False
120,#فيديو | غضب شعبي في #قطر لتباطؤ الحكومة ضد “#كورونا” وزيرة الصحة د.حنان الكواري تبلغ القيادة القطرية بأن وضع الوباء خرج عن السيطرة في #قطر ، عدد الحالات التي تصل الى المستشفيات يومياً في قطر مايقارب100 حالة كورونا ، وتطالب بتدخل القيادة العليا . #قطر_هي_كورونا  #قطر URL,False
121,وصلت وفيات كورونا بايران لـ١٤٧٠ وايطاليا تجاوزت الصين بـ ٣٩٤٩وفاة  والإصابات بدويلة قطر ٥٠٢حالة والسعوديين يحجرون على مواطنيهم بمنتجعات جزر المالديف وفنادق الساحة الحمراء بموسكو والكويتيون يستعينوا بعلى بن ابي طالب لطرد الفايرس والعراقيون يستقبلون مرضى إيران #عبدالكريم_المهنا URL,True
122,5 الآف متطوع لوزارة الصحة بعد فتحها باب التطوع لحد الان .. هذي عوايدها قطر 🇶🇦 بتكاتفنا نقهر #فيروس_كورونا  USERID,True
123,طائرة الشحن القطرية المغادرة من طهران إلي بيروت الخطوط القطرية حاولت أن تنفي في محاولة خداع المتابعين لها  والحقيقة  أن الطائرة هي طائرة شحن محملة ببعض الركاب المصابين بوباء #كورونا للتغطية على الحمولة الأكبر وهي السلاح المتوجه لحزب الشيطان اللبناني  علما بأن مطار بيروت مغلق URL,False
124,رغم تحذير منظمة الصحة العالمية وإغلاق المطارات والحدود مع #ايران إلا أن طائرة لنظام #قطر( QTR8320) غادرت طهران وعلى متنها عدد من قيادات الحرس الثوري..قبل ساعات وحطت في مطار بيروت الدولي وكان في الاستقبال قيادات حزب الله لبنان..نقلوا الشحن!واسعافهم نقل مصابين ب #كورونا؟ #امجد_طه URL,False
125,عاجل نقلا عن وكالة الأنباء القطرية :  أمير دولة قطر سمو الشيخ تميم بن حمد آل ثاني يوجه بدعم غزة المحاصرة ب ١٥٠ مليون دولار على مدار ستة أشهر لمواجهة تفشي #كورونا ودعم أهلها في ظل الظروف الصعبة التي تعانيها,True
126,ولدي نايف قطع رحلة علاجه في بريطانيا ورجع إلى الدوحة إلى الحجر في إحدى الفنادق ثم طرأت بعض الأعراض التي استدعت القائمين على الصحة أخذه للمستشفى للتأكد من سلامته من وباء #كورونا وفي انتظار النتائج أشكر دولتنا الحبيبة #قطر على رعايتهم اللامحدوده لولدي  وهذه رسالة منه لكم دعواتكم🤲🏻 URL,True
128,إنفاذا للإجراءات الاحترازية المعمول بها في البلاد منعا لانتشار فيروس كورونا (كوفيد-19)، الجهات المختصة تضبط 10 أشخاص خالفوا اشتراطات العزل الصحي المنزلي وفقا لتعهد التزموا من خلاله بتطبيق تلك الاشتراطات المحددة، حيث أفادت وزارة الصحة العامة بأنه جار إحالتهم للنيابة المختصة. #قنا,True
129,شوارع #قطر .. تنظيف وتعقيم .. جهود لا تتوقف ليل نهار لمكافحة #كورونا .. فكونوا معهم داعمين للوقوف معاً لمنع تفشي هذا الفايروس .. #لأجل_قطر_كلنا_في_البيت #سلامتك_هي_سلامتي #الزم_بيتك URL,True
130,تحديث.. ٢٠ مارس ٢٠٢٠  الساعة:  ١١ م بتوقيت مكة المكرمة  عدد حالات الشفاء من #كورونا المستجد بدول الخليج: 🇧🇭البحرين: ١١٢ من ٢٩٢ إصابة 🇦🇪الإمارات: ٣١ من ١٤٠ إصابة 🇴🇲عُمان: ١٣ من ٤٨ إصابة 🇰🇼الكويت: ٢٢ من ١٥٩ إصابة 🇸🇦السعودية: ٨ من ٣٤٤ إصابة 🇶🇦قطر: ١٠ من ٤٧٠ إصابة,True
131,الموضوع ليس سياسي..فما يحصل في قطر خطير وخطير جداً..انتشار فايروس #كورونا في الدوحة بشكل مخيف ومرعب جداً..ع نظام الأمير تميم طلب المساعدة من منظمة الصحة العالمية والدول ووقف المواصلات مع إيران  لقبائلنا والمقيمين بقطر #تكفون_اقعدوا_في_بيوتكم فنحن في #اعلان_حرب_ضد_كورونا. #امجد_طه,False
132,تحديث.. ٢١ مارس ٢٠٢٠  الساعة:  ١١ م بتوقيت مكة المكرمة  عدد حالات الشفاء من #كورونا المستجد بدول الخليج: 🇧🇭البحرين: ١٢٥ من ٣١٠ إصابة 🇦🇪الإمارات: ٣٨ من ١٥٣ إصابة 🇴🇲عُمان: ١٣ من ٥٢ إصابة 🇰🇼الكويت: ٢٧ من ١٧٦ إصابة 🇸🇦السعودية: ١٦ من ٣٩٢ إصابة 🇶🇦قطر: ٢٧ من ٤٨١ إصابة,True
133,فيديو 🎥| جانب من جهود #أشغال في تنظيف وتعقيم الشوارع وذلك في إطار مواجهة انتشار فيروس #كورونا  #مرسال_قطر URL,True
134,احدى طائرات الشحن القطرية القادمة من إيران تحمل على متنها مرضى بفيروس كورونا بغطاء تبرعات طبية مكدسين فوق بعضهم تهبط بمطار بيروت بالقوة تحت حماية حزب الله .. URL,False
135,إصابة عمالة آسيوية وأفريقية في قطر بـ #كورونا منذ أسابيع ونقلوا العدوى لآخرين #العربية_عاجل URL,False
136,كانوا يحاربون الشركات الوطنية لهدفين  ١) إضعاف اقتصاد البلد، لصالح اقتصاد قطر وتركيا.  ٢) ابتزاز اصحاب الشركات للتبرع للمؤسسات الخيرية التي يديرونها، وتعيين كوادرهم قيادات في هذه الشركة، والا تستمر الحملات.  ٣) اضعاف شركات معينة لصالح شركات غيرها اصحابها يدعمونهم ب(أوقاف) ضخمة.,False
137,أعلنت دولة #قطر_اليوم ان #الخطوط_الجوية_القطرية سوف تنقل المساعدات من كل دول العالم إلى #ايران دون مقابل وفي اطار الدعم الذي تقدمه قطر لمساعدة الجهود الايرانية لمكافحة كورونا ولمواجهة المقاطعة التي تفرضها الولايات المتحدة على ايران . ايران قالت ان شعبها لن ينسى من يقف معها .,True
139,عاجل مسؤولين في منظمة الصحة العالمية ارسلوا تحذير لنظام قطر بعد ان رفضت وزارة الصحة بالدوحة تجهيز مستشفى للعمالة المصابة(آسيوية وأفريقية)ب #كورونا وأمر USERID الأمر اعلامياً(غداً)ووصل عدد المصابين لأكثر من862 #حظر_تجول_اجباري_ينقذنا #تكفون_اقعدوا_في_بيوتكم #امجد_طه,False
141,تعلن وزارة الصحة العامة عن فتح باب التطوع لدعم جهود دولة قطر في إطار الإجراءات الوقائية والاحترازية للحد من انتشار #فيروس_كورونا (كوفيد-19)  #سلامتك_هي_سلامتي  URL,True
142,سمو أمير البلاد المفدى يوجه بتقديم 150 مليون دولار على مدى 6 أشهر دعما لقطاع غزة، وذلك استكمالا لجهود دولة قطر في التخفيف من معاناة الشعب الفلسطيني الشقيق، ودعما  لبرامج الأمم المتحدة الإغاثية والإنسانية في قطاع غزة، ولمكافحة تفشي فيروس كورونا المستجد (كوفيد-19). #قنا URL,True
147,ليش تستغربون وتضجون لمن #قطر اعلنت استعداداتها لنقل المساعدات الطبية ل #ايران لمواجهة #كورونا ؟!  #الامارات و #السعودية  قدمت اجهزة ومعدات طبية لإسرائيل وماحد تكلم مو بس كذا قدمتا اكثر من 10 مليار دولار لدعم المستشفيات الإسرائيلية   #فيروس_كورونا,False
148,بيان #مديرية_الطيران_المدني عن رحلة الخطوط القطرية #طهران #بيروت بقول كانت حاملة “جثمان من كندا وبريد سياسي” بينما البيان القطري الرسمي بقول “خالية من أي بضائع أو ركاب” مطلوب من المسؤولين عنا توضيح... مش ناقصنا فضايح وتناقض ممكن يزيد عدم الثقة بزمن #كورونا,False
149,هل تحولت قطر من ناقل للمليشيات والأسلحة والأموال للارهابيين إلى ناقل للأوبئة؟  عدة صحف تتحدث ان الطائرة القطرية ليست للشحن كما تدعي قطر  وليست لنقل الاسلحة والمليشيات كما توقعنا وتعودنا  بل تطور الامر واصبحت تنقل المرضى الذين عجزت مستشفيات ايران عن استيعابهم الى لبنان.   #كورونا URL,False
152,وزارة الصحة العامة تقول إن الحالات الـ17 التي تماثلت للشفاء من فيروس كورونا (كوفيد-19) ، بينهم 4 مواطنين قطريين، ليصل إجمالي حالات الشفاء من الوباء إلى 27 حالة في دولة قطر.  #قنا,True
153,لا يوجد قطري واحد يصدق بأن طائرة الشحن القطرية طارت من طهران إلى حزباله في لبنان طلعت فاضية ،، ،، ماحد تكلم عن الخرفان اللي شلتوها من بيروت للدوحة علشان تغطون على خط سير طهران بيروت ،، امريكا سامحة لكم اوك بس لا تستغفلون الشعب اللبناني بشحن كورونا لهم ولا تستغفلون الشعب القطري,False
