,origin,tweet_text,label
41,MFH,لا بعدين ولا قبلين  سنموت بعد قليل  كورونا لبنان  الكورونا  الكورونا صابتنا من صفحة وفاء الراجح,False
42,4IF,عالم بريطاني: فيروس كورونا سيبقى معنا إلى الأبد و لقاحات متكررة قد تكون الحل,False
43,ARC,أشتهي أن يقوم مركز بحثي حول هذه الظاهرة، فلعل الوضوء خمس مرات في اليوم له دور إيجابي في ذلك ويخفف من انتشار كورونا. أقول لعل، وهذا ما يؤكده إلا الدراسات المعمقة,False
44,ARC,أنباء مؤكدة  إصابة تميم بن حمد أمير دويلة قطر الإرهابية بفيروس كورونا بعد استقباله مندوبة أمريكية حاملة للمرض قادمة من إيطاليا  نسأل الله أن يهلك الظالمين بما ظلموا,False
45,MFH,انتقل الى رحمة الله مساء يوم السبت الموافق 7 نوفمبر 2020 احد ابناء منطقة النبي شيت مركز مدينة الموصل بطل القادسية اللواء الركن الطيار  محمود جاسم الجبوري ابو صفوان اثر اصابته بفايروس كورونا تغمده الله بواسع رحمته واسكنه فسيح جناته والهم اهله وذويه الصبر والسلوان احمد عباس,True
46,ARC,الدون كريستيانو رونالدو يقرر تحويل جميع فنادقه إلى مستشفيات للحجر الصحى ويتكفل برواتب جميع العاملين فيها الله عليك ما أروعك الإنسانية لا دين ولا جنسية لها يا سادة الكورونا,False
47,ARC,الصين بدأت بإطلاق النار وقتل المصابين بفايروس كورونا للحد من انتشار الفايروس  ،  وآخر شي يتغنون بحقوق الإنسان,False
48,ARC,يتداول مستخدمون لموقع فيسبوك مجموعة صور يدعون أنها لمسلمين يقيمون الصلاة في شوارع إيطاليا سائلين الله أن يحفظهم من فيروس كورونا المستجد    هذه الصور قديمة ولا علاقة لها بالفيروس الجديد    التفاصيل كاملة       فرانس برس,True
49,ARC,لبنان تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا:,False
50,MFH,في خبر مفرح .      متحدث وزارة الصحة :   11 ألف شخص غادروا الحجر الصحي بعد التأكد من خلوهم من فيروس كورونا,True
51,ARC,يبدو أن هناك حالات تفشي بفيروس كورونا  كوفيد 19  في مصر تتكتم عنها السلطات المصرية فبعد أن أعلنت الكويت إجراءات مشددة على القادمين من مصر فقد أصدرت الهيئة العامة للطيران المدني في قطر قرارا  بحظر وصول المواطنيين المصريين إلى قطر حتى من يحملون إقامات في قطر,False
52,4IF,أعلنت المفوضية الأوروبية،اليوم، أن ها حجزت باسم الدول الأعضاء، 300 مليون جرعة من عقار ضد فيروس كورونا المستجد تعمل عليه المجموعة الفرنسية سانوفي . وقال البيان إن  المفوضية تواصل  مناقشات مكثفة  مع مجموعات أخرى تعمل على إنتاج لقاح مماثل,True
53,MFH,تعلن وزارة الصحة  عن وفاة مقيم مصاب بمرض كورونا  كوفيد١٩  يبلغ من العمر ثلاثة وأربعين عاما  ليبلغ عدد الوفيات من هذا المرض بالسلطنة  ست عشرة وفاة. وتتقدم وزارة الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان خليك بالبيت,True
54,4IF,بعد أقل من 10 أيام من هذه التغريدة.ألقى اردوغان خطاب  صوتي  وهو مختبئ وناشد شعبه البقاء في منازلهم وتم الإعلان عن 21 وفاة بسبب كورونا .هذا جزاء شماتتهم,False
55,ARC,فيدوا مسرب للرئيس صدام   هددت امريكا الرئيس الراحل صدام حسين بنشر فيروس كورونا في العراق الحرب البيولوجية قذره سواء استخدمها ترمب او بشار او اي مجرم من المجرمين البلدين المنتشر بهم المرض الصين و ايران و العلاج من امريكا,False
56,ARC,أخبار جيدة.  كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها    الطريقة   خذ ٨  فصوص ثوم كبيرة واهرسها اضف ٧ كؤوس ماء ثم أغلى الخليط كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها  ماكوه كورونا,False
57,4IF,روسيا 53.8  من الروس لا يثقون بلقاح فيروس كورونا الروسي ولا يريدون الحصول على اللقاح، بحسب ليفادا,False
58,4IF,طبيب إيطالي يتحدث عن حقيقة فيروس كورونا ويقول ان هذا المرض تمت صناعته ويستهدف القضاء على تكاثر البشر والقضاء على نسبة كبيرة منهم، ويقول تجنب فحص كورونا وتجنب اي لقاح ولا تصدق الارقام التي تنشر,False
59,4IF,روسيا تبدأ إنتاج لقاح سبوتنيك V المضاد لـ كورونا,True
60,ARC,نقطة أخيرة ومهمة جدا  جدا  .    الغرغرة مرتين يوميا  بماء دافيء   ملح أو الغرغرة اللي تباع في الصيدليات .  حفظنا الله جميعا    فيروس كورونا,False
61,MFH,كورونا   المفوضية الأوروبية تسمح باستخدام عقار رمديسيفير لمعالجة المصابين بكورونا,True
62,ARC,وزارة الصحة السعودية : لاخطورة من استلام الطرود البريدية من الصين  كورونا,True
63,MFH,عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة:   اغسل يديك وعقمها باستمرار.    ابتعد عن أماكن التجمعات    لا تقترب من أحد واجعل مسافة لا تقل عن مترين  وتذكر دائم ا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس. ساهم بحمايتهم. كورونا خلك بالبيت,True
64,ARC,أما علمت أيها الساخر المتهكم   عاموس   بأن الفايروس المستجد صنع في المختبرات الأمريكية  ،  إقرأ رواية الكاتب الأمريكي : دين كونتز   عيون الظلام   والمنشورة عام 1981 ، حيث حدد في روايته : 1  اسم الفايروس   كورونا     2  مكان ظهوره   أوهان بالصين   3  سنة نشره 2020 هل كل ذلك صدفة ؟,False
65,ARC,صباح الخير صحف كتير من بينهم صحيفة 12 العبرية ، عن إصابة شيطان العرب محمد بن زايد ب فيروس كورونا . يارب كل الشياطين يارب في حجر صحي واحد  الامارات Coronvirus,False
66,ARC,A H I N O  صباحك صحة   بناء على المعلومات المتوفرة حاليا فإنه لاينتقل فيروس كورونا الجديد عبر البضائع والطرود القادمة من الصين   مع تمنياتنا للجميع بالصحة والعافية,True
67,4IF,مشاريع مصر   كشف الفريق البحثي لإنتاج لقاح كورونا بالمركز القومي للبحوث عن بدء إجراء تجارب سريرية على لقاح مصري 100  في غضون أسبوعين، وذلك بعد تحضير الدفعة الأولى من جرعات اللقاح تكفي لحوالي 10 إلى 15 ألف متطوع. للتفاصيل,True
68,ARC,علاج عن طريق حقن بلازما المتعافين من Covid 19 فيروس كورونا بأجسام المرضى الجدد نفس التقنية تم أستخدامها بالصين,True
69,ARC,كريستيانو أشترى جزيرة عشان يعيش فيها لغاية ما تنتهي ازمة فيروس كورونا وأنا بصراحة متردد اجيب كمامة ولا اتريث,False
70,MFH,الرئاسة الجزائرية تؤكد إصابة عبد المجيد تبون بفيروس كورونا وتقول حالته في تحسن تدريجي,True
71,MFH,صحة بيشة  الكمامة لا تحتاجها في كل وقت.  هل تعرف متى يجب عليك لبسها ؟ الوقاية من كورونا  كورونا الجديد,True
72,4IF,المصادر الطبية الأمريكية غاضبة من لقاح روسيا ضد فيروس كورونا الذي بدأت في إنتاجه وتسويقه، وتقول المصادر الأمريكية إن اللقاح لم تجرى عليه مرحلة بحثية مهمة يفترض أن تتم، وأنه قد تم كسر كل المبادئ والإجراءات المعروفة التي تتبع لضمان أمان وفاعلية اللقاح,False
73,ARC,لون الكمامة الطبية الأبيض والأزرق مختلفا الاستعمال: فالجهة البيضاء مسؤولة عن التعقيم فإن كنت مصابا وأردت أن تحمي الناس يجب أن تضع الجهة البيضاء إلى الداخل  أما الجهة الزرقاء فهي لتجنب العدوى وحماية نفسك من الآخرين لذا تكون الجهة البيضاء إلى الخارج.  فيروس كورونا وزارة التعليم,False
74,ARC,بـ 10 أيام فقط. الصين تنتهي من بناء مستشفى لعلاج المصابين بـ فيروس كورونا في مدينة ووهان وسط الصين حيث يبدأ بتقديم خدماته غدا الاثنين . واحنا النا 13 سنة بنحط في حجر الاساس لمستشفى رفح,True
75,MFH,الجزائر  وزارة الصحة   تسجيل حالتي وفاة بفيروس كورونا وإرتفاع عدد الإصابات المؤكدة إلى 82 حالة   تسجيل 10 حالات جديدة مؤكدة ل  فيروس كرونا . COVID19dz,True
76,ARC,هل تعتقدوا أن الثوم يساعد فى الوقاية من فيروس كورونا فعلا  ؟ تعرفوا على الإجابة,True
77,4IF,موانع تطعيم COVID 19   الحساسية من اي لقاح سابق  تلقيت تطعيم آخر بفارق أقل من ١٤ يوم  الحساسية المفرطة تجاه اي دواء ي عطى بالأ بر   لتشابه بعض المكونات  غير ذلك لا يعتبر مانع كالحساسية من أكل أو شرب أو زرع او حيوان أو تحسس من البيئة  المصاب بكرونا يؤجل بعد الاصابة ب ٩ يوم,True
78,4IF,تحقيق في وفاة الطبيبة الجزائرية بوديسة التي فقدت حياتها وجنينها أثناء عملها في مواجهة كورونا وتفاصيل عن العالم المغربي الذي اختاره ترمب لرئاسة الفريق الأمريكي لتطوير لقاح مع د. عماد الجولاني، استشاري أمراض القلب في ميلانو,True
79,ARC,هام جدا   يرجى المشاركة  الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا اللهم اجعل كيدهم في نحورهم  يارب علكت ورب الكعبه,False
80,4IF,توضيح هام. لا صحة للمعلومات في الصورة المتداولة عن موانع تطعيم كورونا  كوفيد 19 . وندعو الجميع إلى التواصل مع لأي استفسار، وأخذ المعلومات من مصادرها الرسمية وعدم الانسياق وراء الشائعات,True
81,ARC,شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها . قاطعوا المنتوجات السعودية,False
82,ARC,وباء قاتل كل 100 سنة وسر خطير في رقم 20  1720 : الطاعون   مرسيليا   فرنسا . 1820 : الكوليرا   اندونيسيا ، تايلند ، الفلبين . 1920 : الانفلونزا الاسبانية   اسبانيا . 2020 : كورونا   ووهان   الصين . فيروس كورونا,False
83,MFH,صدام عم ينكت عن الكورونا  سنموت بعد قليل,False
84,4IF,سباق محموم بين الشركات الأمريكية و الصينية و الأوربية لاكتشاف لقاح كورونا ، الصين أطلقت وحدة خاصة تتألف من 1000 عالم ، تتبع الوحدة لأكاديمية العلوم الطبية الخاصة بالجيش الصيني ، تعمل الوحدة كخلية نحل دون توقف وقامت باكتتاب الكثير من المتطوعين للتجارب السريرية. لقاح كورونا,True
85,MFH,كلنا مسؤول  كبار السن وأصحاب الأمراض المزمنة هم اكثر عرضة للفيروس فعند خروجك من المنزل عليك اتباع سبل الوقايه من كورونا الصحيحة وذلك بغسل اليدين وتعقيمها جيدا وابتعد عن أماكن التجمعات ولا تقترب من أحد واجعل المسافة لا تقل عن مترين تعليم نجران وزارة الصحة  وزارة التعليم,True
86,ARC,يوجد تقارير تقول أن أكل الصينيين للخفاش هو سبب فيروس كورونا يعني وش تترجى من شعب يأكل الحشرات والخفافيش,False
87,ARC,لا صحة للخبر بعنوان الرئيس الصيني يزور المساجد ويرجوا من المسلمين أن يدعوا الله لرفع بلاء كورونا عن البلاد والفيديو الحقيقي لزيارة الرئيس الصيني إلى مسجد شينتشنغ في مدينة ينتشوان قبل 4 سنوات وتحديدا  في عام 2016,True
88,MFH,إصابة أنثى نمر في حديقة حيوان بمدينة  نيويورك  ب فيروس كورونا !,True
89,MFH,الرئاسة الجزائرية: إصابة الرئيس عبد المجيد تبون بفيروس كورونا ويواصل تلقي العلاج بأحد المستشفيات الألمانية المتخص صة، وحالته الصحية في تحسن تدريجي,True
90,4IF,مع الحكيم حالة طفلة أمريكية تثير الجدل بعد استمرار فقدانها حاسة التذوق بعد التعافي من كورونا بدء التجارب السريرية على لقاح أوكسفورد في جنوب أفريقيا مع د. محمد البيجيرمي   استشاري الأنف والأذن والحنجرة من الدوحة في قطر,True
91,ARC,جميع الأعمار معرضة للإصابة ب فيروس كورونا المستجد  إلا أن هناك أشكال شديدة من الإصابات  التي يحدثها الفيروس وتكون أكثر شيوع ا عند كبار السن والمصابين بأمراض مزمنة كالسكري والربو وأمراض القلب والأطفال التي أعمارهم ما دون السنة,True
92,4IF,هل تحولت قطر من ناقل للمليشيات والأسلحة والأموال للارهابيين إلى ناقل للأوبئة؟  عدة صحف تتحدث ان الطائرة القطرية ليست للشحن كما تدعي قطر  وليست لنقل الاسلحة والمليشيات كما توقعنا وتعودنا  بل تطور الامر واصبحت تنقل المرضى الذين عجزت مستشفيات ايران عن استيعابهم الى لبنان.   كورونا,False
93,ARC,استمرار رحلات الطيران بين قطر و إيران رغم انتشار فيروس كورونا. السؤال هنا لم    تستمر ههذه الرحلات بين الدولتين رغم انتشار الفيروس في كلتاهما؟!,False
94,MFH,ياايتها النفس المطمئنة ارجعي الى ربك راضيه مرضيه قدفقدنا واحد من أبناء بلادي في باريس  بسبب فايروس كورونا لة الرحمة والمغفرة وأن يسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون ربنايحمينا ويحفظنا جميعا,True
95,4IF,هل تعلم ؟ السباق العالمي لإيجاد لقاح كورونا يشمل ١٤ مختبر، منها ٢٥ وصل مرحلة التجارب السريرية، أهمها:   اوكسفورد البريطاني وصل مرحلة ٣ والأخيرة وسيصن ع ملياري جرعة.   موديرنا الأمريكي سيجتاز مرحلة ٢ قريبا .   فايزر الألماني الصيني وصل المرحلة ٢,True
96,ARC,إصابة محمد بن زايد يعني هذا ب كورونا.  كشفت مصادر في الإمارات عن إصابة ولي عهد أبوظبي بفايروس كورونا القاتل معقوله تموت و ماتشوف الحوثي بدارك؟ معقوله تروح وتضيع لحظات دخول الحوثي للرياض؟ لو اكو علاج ميخالف الا إذا.  محمد بن زايد في ذمه الله coronavirusus,False
97,ARC,عااااجل ستقوم مروحيات عسكرية خاصة برش مبيدات ضد فايروس كورونا في سماء جميع محافظات مصر بدأ من الاسكندريه حتى أسوان وبذلك يجب منكم البقاء في المنازل بعد الساعه الثانيه عشر ليلا  حتى بزوغ الفجر، لا تنفزعو و لا داعي للقلق والتوتر حتى و    حصل و انا الطيارات,False
98,ARC,الوقاية خير من العلاج و لا ينكر أحد فوائد الوضوء الصحية على الجسم إلا كل  عالماني جاحد كاره للدين. من غير المعقول تنصح منظمة الصحة العالمية الناس بغسل الأيدي فقط و ترك الوجه. لماذا لا تنصح بالإثنين مع المضمضة للفم و الإستنشاق و الإستنثار للأنف لزيادة الوقاية من فيروس كورونا,False
99,ARC,دراسه المانيه تقول ان كورونا لاينتقل من الاسطح ، ينتقل من البشر للبشر فقط,True
100,ARC,الصحة العالمية توضح: الغرغرة بالماء المالح لا تقتل كورونا     Bahrain البحرين أخبار الوطن,True
101,4IF,بدء تجربة سريرية على لقاح تجريبي ألماني صيني ضد فيروس كورونا المستجد كورونا الصين المانيا,True
102,MFH,كورونا   منظمة الصحة العالمية: الإعتقاد بأن فيروس كورونا سيختفي بحلول الصيف أمل زائف,True
103,ARC,فرض الحجر الصحي الكامل على ولاية البليدة والجزئي على العاصمة الجزائر لمدة 10 أيام . اللهم احفظنا بما حفظت به الذكر وارفع عنا الوباء  يا قادر يا عزيز يا رب العالمين كورونا الجديد.                  a total confinement for Blida and partial one for Algiers CoronaVirusUpdates,True
104,ARC,ما حقيقة إعلان منظمة الصحة العالمية سورية بلدا  ناجيا  من انتشار فايروس كورونا خلال ثلاثة أسابيع؟ إليك تحقق فريق مسبار       CoronaVirusFacts DatosCoronaVirus منصة مسبار حقائق كورونا كوفيد١٩ COVID19,True
105,MFH,استشهاد الموظف الاداري   محمد مكطوف حسين   معاون مدير في مستشفى الامام علي عليه السلام   دائرة صحة بغداد الرصافة اثر إصابته بفايروس كورونا سائلين المولى عز وجل أن يتغمد الفقيد بواسع رحمته وأن يلهم ذويه الصبر والسلوان,True
106,ARC,صور مسربة في مدينة ووهان في الصين تظهر حجم الناس التي تنهار في الشوارع بسبب فيروس كورونا نرفع قلوبن وصلونا يارب ارحم,False
107,ARC,الرئيس ترمب مساء أمس خلال المؤتمر الصحفي اليومي الذي يتابعه الملايين تساءل علنا ما إذا كان بالإمكان معالجة فيروس كورونا بحقن المريض بمعقمات لتنظيف الرئتين؟  كما اقترح دون دليل بأن الفيروس يموت بسرعة تحت أشعة الشمس وإمكانية جلب أشعة قوية حتى فوق البنفسجية داخل الجسم,True
108,ARC,هذا حال الحكومة القطرية   وثيقة من الطيران المدني القطري بخصوص مرض كورونا تثير الجدل بعد منع استقبال المسافرين من دولةمصر والكويت وعمان واستثناء دولتي :  ايران و تركيا : رغم انتشار مرض كورونا إلا أن قطر,False
109,ARC,1720 ضرب الطاعون العظيم مدينة مارسيليا الفرنسية  1820 ضرب طاعون الكوليرا خاصة اندونيسيا تايلاند الفلبين  1920 طاعون الشر الانفلونزا الاسبانية  الضحايا بالملايين 2020 طاعون كورونا   كورونا الصيني  الصين,False
110,ARC,. أستاذ الفيروسات الياباني تاسوكو هونجو الحائز علي جائزه نوبل يقول : فيروس كورونا غير طبيعي انا واثق ومتاكد انه ليس من الخفافيش، اذا كنت مخطأ إسحبوا جائزة نوبل مني حتى بعد موتي . الصين تكذب !؟,False
111,4IF,لا يلوح في الأفق القريب لقاح يتفق عليه العالم رغم رصد 120 محاولة بحثية ومختبرية جادة وم حتملة للتوصل إلى علاج في المراكز العالمية. مقال: 120 لقاحا  لـ كورونا والعلاج بيد الأفراد,True
112,ARC,في ظل غياب وعدم استجابة حكومتنا ودول التحالف لمناشدة الطلاب اليمنيين سلطان عمان هيثم بن طارق يأمر بإجلاء الطلاب اليمنيين من ووهان الصينيه لإنقاذ حياتهم من فيروس كورونا,False
113,ARC,المدينة  وزارة الصحة السعودية: لا خطورة في استلام الطرود البريدية القادمة من الصين  كورونا,True
114,MFH,متى يجب عليك غسل اليدين ؟  كلنا مسؤول  كورونا,True
115,MFH,ترأس رئيس الجمهورية السيد عبد المجيد تبون صباح اليوم بمقر رئاسة الجمهورية، جلسة عمل ضم ت الوزير الأول، وعددا من الوزراء، وكبار مسؤولي الأمن في الدولة، خص صت لدراسة وتقييم الإجراءات المت خذة للت صدي بفعالية لوباء الكورونا فيروس المستجد العالمي,True
116,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100   على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء الفلسطينيين اثبتوا للعالم أجمع أنهم هم صناع,False
117,ARC,ايطاليا  لاجازيتا : وكيل أعمال ديبالا  ينفي إصابة باولو بفيروس كورونا,True
